personnel_id,week,attendance_score,activity_level,performance_score,social_withdrawal,behavioral_change
P1755,4,87.9,65.6,46.4,4.1,4.1
P1755,5,95.7,76.2,89.8,5.4,3.6
P1755,6,80.4,77.4,76.1,1.7,2.4
P1755,7,74.4,68.7,58.0,5.3,4.5
P1755,8,79.9,75.9,78.3,2.4,4.1
P1755,9,93.9,69.7,66.1,2.9,3.4
P1755,10,87.3,73.5,66.4,1.0,3.6
P1755,11,95.6,95.7,64.2,2.0,1.0
P1755,12,85.4,79.5,75.8,2.3,2.4
P1756,1,89.9,82.2,94.2,4.4,3.3
P1756,2,82.6,91.9,88.9,3.1,1.0
P1756,3,87.4,85.9,94.4,3.7,3.2
P1756,4,84.6,91.4,84.6,3.8,1.1
P1756,5,86.6,91.4,79.8,4.0,3.5
P1756,6,77.3,83.6,87.3,3.9,2.9
P1756,7,84.8,100.0,72.8,4.2,2.6
P1756,8,82.2,98.2,72.7,5.0,2.8
P1756,9,99.4,78.3,82.0,1.5,4.4
P1756,10,89.4,82.4,91.4,3.5,2.9
P1756,11,96.6,88.0,60.2,5.1,1.4
P1756,12,93.6,88.4,68.2,3.9,2.6
P1757,1,95.4,92.6,80.5,2.2,2.4
P1757,2,91.3,100.0,72.2,1.3,1.0
P1757,3,91.5,77.5,64.6,3.8,3.1
P1757,4,90.5,100.0,69.2,2.9,1.9
P1757,5,100.0,100.0,87.1,3.6,1.0
P1757,6,95.3,87.8,82.8,2.0,2.6
P1757,7,88.3,97.0,86.4,3.9,3.5
P1757,8,95.7,88.2,73.2,1.9,3.6
P1757,9,88.1,99.1,54.4,3.7,2.6
P1757,10,84.9,99.7,72.5,5.5,1.0
P1757,11,72.6,85.4,93.9,3.9,2.8
P1757,12,99.4,100.0,86.7,3.2,3.7
P1758,1,92.6,77.6,75.6,3.4,1.7
P1758,2,85.5,94.1,69.2,1.5,2.1
P1758,3,96.0,81.2,85.7,7.7,5.6
P1758,4,84.8,89.6,66.6,6.2,4.7
P1758,5,90.6,84.8,76.5,4.9,4.1
P1758,6,81.0,94.7,65.5,2.0,1.0
P1758,7,81.0,76.0,94.4,2.0,3.3
P1758,8,85.2,72.6,72.1,1.9,6.8
P1758,9,86.5,100.0,63.2,6.8,1.5
P1758,10,86.9,86.1,84.0,6.9,4.0
P1758,11,97.8,98.8,97.1,4.9,1.4
P1758,12,82.8,84.0,70.1,7.8,3.7
P1759,1,97.1,86.4,90.9,3.5,1.9
P1759,2,93.0,74.4,76.0,3.8,3.3
P1759,3,85.1,58.3,78.8,2.2,3.5
P1759,4,87.8,65.6,92.6,4.8,4.5
P1759,5,85.1,81.0,77.5,1.0,3.8
P1759,6,92.7,66.7,84.8,4.8,4.6
P1759,7,100.0,68.0,84.5,3.8,3.7
P1759,8,95.4,64.7,84.3,1.5,3.7
P1759,9,88.5,72.3,69.6,6.0,4.1
P1759,10,91.1,71.4,78.9,3.7,3.6
P1759,11,84.4,47.6,80.3,4.7,6.0
P1759,12,99.1,81.6,73.8,3.9,3.9
P1760,1,88.8,100.0,55.2,2.5,1.7
P1760,2,88.7,97.8,68.9,1.0,3.5
P1760,3,79.1,91.1,99.7,2.6,1.3
P1760,4,96.3,98.7,93.8,5.3,1.7
P1760,5,89.7,96.9,65.9,3.4,3.9
P1760,6,95.1,99.4,62.1,3.7,1.2
P1760,7,74.1,100.0,69.7,4.0,1.4
P1760,8,94.4,94.9,75.6,5.0,1.2
P1760,9,86.3,93.6,88.7,3.9,1.9
P1760,10,99.5,100.0,86.6,4.7,1.2
P1760,11,85.8,86.5,88.8,5.1,1.0
P1760,12,99.8,100.0,75.7,6.1,2.9
P1761,1,83.4,99.0,81.3,3.6,1.7
P1761,2,77.8,100.0,71.3,1.5,1.0
P1761,3,94.7,100.0,78.3,1.4,2.4
P1761,4,86.8,100.0,100.0,4.4,1.9
P1761,5,90.3,100.0,75.3,2.4,1.7
P1761,6,86.9,100.0,96.5,5.8,3.2
P1761,7,96.1,100.0,84.6,3.8,2.2
P1761,8,96.1,92.7,78.7,3.0,3.6
P1761,9,99.0,91.0,80.4,4.8,1.7
P1761,10,92.1,100.0,67.3,3.2,2.8
P1761,11,100.0,100.0,83.7,4.8,2.9
P1761,12,89.9,100.0,79.8,1.0,3.1
P1762,1,95.0,93.4,76.9,5.2,2.1
P1762,2,91.1,100.0,74.7,6.9,1.3
P1762,3,89.2,93.4,78.0,4.0,1.8
P1762,4,93.5,100.0,75.6,2.7,3.4
P1762,5,89.1,100.0,94.3,4.5,2.4
P1762,6,96.9,100.0,75.4,3.9,1.2
P1762,7,94.8,100.0,57.8,5.0,2.4
P1762,8,87.4,91.0,80.8,4.8,1.0
P1762,9,98.1,84.7,80.8,6.8,2.2
P1762,10,86.0,91.0,87.5,4.2,1.5
P1762,11,85.3,92.9,91.0,4.3,1.6
P1762,12,87.1,92.1,100.0,2.2,1.9
P1763,1,95.3,93.4,80.2,3.8,2.1
P1763,2,94.1,95.2,78.4,3.4,2.3
P1763,3,88.6,90.1,77.1,4.2,1.6
P1763,4,84.7,90.9,100.0,3.7,2.9
P1763,5,82.8,89.3,82.4,4.0,3.6
P1763,6,85.8,92.7,72.8,6.0,3.3
P1763,7,99.0,100.0,66.4,1.2,2.2
P1763,8,93.5,100.0,63.9,3.2,1.2
P1763,9,90.4,88.0,91.2,4.1,4.1
P1763,10,91.5,87.8,85.5,1.7,4.5
P1763,11,89.5,83.4,92.2,3.0,2.5
P1763,12,94.6,100.0,73.4,1.2,1.0
P1764,1,90.7,95.6,75.7,4.4,3.8
P1764,2,88.3,94.8,85.8,1.0,1.9
P1764,3,94.2,88.5,78.6,4.5,1.7
P1764,4,89.8,97.2,74.0,3.7,4.1
P1764,5,92.7,84.4,79.9,5.5,2.3
P1764,6,97.3,100.0,91.8,3.5,2.8
P1764,7,92.8,100.0,72.6,2.8,2.4
P1764,8,95.4,92.8,73.6,3.9,3.7
P1764,9,90.7,93.2,87.6,4.3,2.4
P1764,10,97.4,87.5,62.9,1.0,2.5
P1764,11,78.2,99.1,81.6,2.9,1.8
P1764,12,86.7,100.0,71.8,2.8,1.9
P1765,1,80.4,89.6,92.9,1.0,1.6
P1765,2,84.9,100.0,78.8,3.2,2.2
P1765,3,86.1,79.9,80.3,2.0,3.1
P1765,4,92.3,82.3,83.0,4.3,2.6
P1765,5,87.7,89.2,73.3,3.3,2.0
P1765,6,88.3,75.7,77.8,2.7,5.9
P1765,7,88.1,95.9,92.7,3.1,2.1
P1765,8,100.0,86.8,92.3,3.9,1.7
P1765,9,89.7,80.9,81.4,5.4,3.7
P1765,10,77.3,91.6,68.4,4.6,2.8
P1765,11,100.0,77.1,77.2,5.2,5.4
P1765,12,86.7,97.4,81.1,3.7,1.9
P1766,1,93.7,83.0,81.5,3.7,3.7
P1766,2,90.3,89.7,88.3,2.6,2.1
P1766,3,90.7,86.5,74.9,1.7,3.5
P1766,4,90.1,64.8,64.6,3.4,5.0
P1766,5,95.2,67.9,57.4,3.0,5.7
P1766,6,78.0,70.7,79.1,2.0,2.2
P1766,7,93.6,89.7,87.5,3.9,1.9
P1766,8,96.4,94.3,72.9,3.9,2.3
P1766,9,83.5,73.4,72.6,3.1,5.6
P1766,10,91.1,90.5,71.4,4.0,1.5
P1766,11,88.8,83.9,82.9,3.9,2.3
P1766,12,86.9,59.6,85.8,4.0,4.6
P1767,1,87.4,89.6,83.6,1.1,2.8
P1767,2,95.7,91.8,84.4,3.3,4.4
P1767,3,87.0,97.1,68.4,5.1,1.0
P1767,4,92.9,94.6,79.7,4.2,1.0
P1767,5,85.2,100.0,78.0,4.7,2.7
P1767,6,83.2,98.2,96.2,3.3,3.2
P1767,7,88.9,81.4,70.9,2.2,3.4
P1767,8,90.3,89.2,91.5,2.7,3.9
P1767,9,88.8,83.6,77.9,2.2,2.6
P1767,10,94.0,94.7,83.5,1.6,2.9
P1767,11,100.0,89.4,69.3,4.3,3.5
P1767,12,95.3,93.9,76.8,4.0,1.5
P1768,1,83.1,89.8,86.8,4.9,4.2
P1768,2,91.4,81.7,61.4,3.0,2.9
P1768,3,90.7,95.9,73.2,2.8,1.6
P1768,4,98.0,96.3,85.4,4.8,1.0
P1768,5,73.6,89.2,75.8,3.6,1.5
P1768,6,83.6,88.4,75.5,2.9,2.7
P1768,7,84.6,81.1,73.4,3.8,3.9
P1768,8,78.3,90.4,80.7,5.2,1.0
P1768,9,97.3,81.3,82.0,4.7,3.7
P1768,10,86.3,92.0,81.7,1.5,3.0
P1768,11,81.9,89.3,94.2,5.2,3.6
P1768,12,78.5,93.3,74.3,1.0,2.5
P1769,1,91.4,100.0,94.6,2.9,3.1
P1769,2,91.7,95.4,84.1,4.4,2.9
P1769,3,100.0,89.7,89.8,3.0,3.0
P1769,4,85.1,93.4,98.7,3.8,3.3
P1769,5,82.5,91.4,71.5,1.4,3.1
P1769,6,90.2,87.9,84.3,6.0,3.9
P1769,7,75.6,99.3,85.4,3.9,2.7
P1769,8,84.4,97.7,99.2,4.5,3.2
P1769,9,88.8,100.0,87.8,2.8,1.0
P1769,10,92.0,87.6,69.6,2.7,3.9
P1769,11,99.4,90.3,61.2,5.2,3.1
P1769,12,95.9,84.7,70.5,2.8,3.1
P1770,1,91.5,92.1,78.7,3.2,2.3
P1770,2,87.1,82.6,86.0,3.7,2.6
P1770,3,88.4,100.0,77.3,3.8,2.5
P1770,4,94.4,91.6,83.4,3.0,3.2
P1770,5,93.4,93.2,74.4,5.1,2.1
P1770,6,99.6,100.0,85.1,3.1,1.2
P1770,7,93.7,81.6,73.2,3.4,3.9
P1770,8,90.8,100.0,65.6,4.6,1.0
P1770,9,82.0,91.4,62.2,4.9,4.1
P1770,10,95.3,99.6,88.4,3.8,1.0
P1770,11,96.0,100.0,85.2,5.6,1.0
P1770,12,97.9,99.4,78.1,4.7,2.8
P1771,1,81.5,79.3,68.3,3.5,4.5
P1771,2,85.6,92.4,71.3,4.4,2.1
P1771,3,93.0,80.9,76.5,1.1,1.9
P1771,4,97.4,79.4,83.6,3.5,4.2
P1771,5,92.1,96.2,91.6,3.5,2.6
P1771,6,94.3,74.7,73.4,2.9,4.0
P1771,7,86.7,78.8,80.3,3.4,4.4
P1771,8,93.6,74.2,69.3,2.0,3.6
P1771,9,88.4,64.5,59.8,2.9,2.9
P1771,10,80.4,77.1,76.4,4.3,5.1
P1771,11,81.1,72.8,71.2,4.5,4.4
P1771,12,92.1,65.5,80.6,1.8,4.8
P1772,1,88.4,90.5,81.0,4.6,2.6
P1772,2,95.3,88.1,86.5,3.9,2.9
P1772,3,85.8,78.6,74.1,5.4,4.3
P1772,4,81.7,88.5,92.3,6.0,1.5
P1772,5,99.0,94.9,71.1,2.5,1.0
P1772,6,91.5,91.5,76.8,3.2,1.1
P1772,7,85.2,87.1,100.0,2.6,1.8
P1772,8,80.3,92.7,84.1,3.4,3.8
P1772,9,90.1,97.9,65.6,4.2,1.0
P1772,10,83.6,74.9,77.7,1.1,4.2
P1772,11,90.6,89.8,70.3,4.6,2.7
P1772,12,87.7,91.4,77.9,4.7,1.9
P1773,1,87.0,100.0,72.7,1.0,1.1
P1773,2,92.9,100.0,87.2,1.0,2.2
P1773,3,83.3,94.2,53.7,5.2,2.5
P1773,4,86.8,100.0,93.8,3.7,2.8
P1773,5,86.4,100.0,73.9,5.5,1.9
P1773,6,91.2,98.9,86.1,1.9,3.2
P1773,7,88.8,99.9,81.6,1.8,2.4
P1773,8,80.2,96.7,74.2,3.9,1.0
P1773,9,92.5,100.0,66.7,2.6,3.0
P1773,10,93.9,100.0,71.8,2.8,2.8
P1773,11,80.3,94.6,64.0,1.3,1.8
P1773,12,85.3,94.3,78.7,2.7,3.6
P1774,1,80.4,89.6,88.4,3.2,1.8
P1774,2,90.6,100.0,83.5,1.0,1.7
P1774,3,86.8,100.0,64.0,4.1,1.9
P1774,4,97.9,94.1,89.9,2.4,2.6
P1774,5,93.3,100.0,87.2,2.0,1.1
P1774,6,86.0,100.0,79.2,2.6,1.5
P1774,7,99.6,100.0,65.4,1.0,4.0
P1774,8,95.6,79.7,78.8,5.1,2.3
P1774,9,91.6,92.7,77.7,1.5,2.1
P1774,10,97.7,95.4,82.8,4.6,2.2
P1774,11,81.2,84.6,83.1,5.5,4.5
P1774,12,74.8,100.0,95.9,3.8,1.0
P1775,1,81.8,74.3,88.2,6.5,2.2
P1775,2,92.7,86.2,67.3,3.9,2.4
P1775,3,96.0,80.8,79.7,1.0,3.6
P1775,4,84.6,89.9,80.3,4.0,3.4
P1775,5,91.2,68.2,76.3,5.9,7.1
P1775,6,77.5,65.6,82.3,1.5,3.2
P1775,7,90.1,83.4,89.6,5.1,5.5
P1775,8,87.7,84.8,71.6,2.7,3.2
P1775,9,84.7,81.2,89.8,2.2,3.9
P1775,10,87.8,69.9,76.6,1.1,3.3
P1775,11,94.9,79.0,76.2,4.8,2.7
P1775,12,87.8,85.2,67.2,4.1,2.2
P1776,1,85.2,73.5,93.6,5.2,4.3
P1776,2,86.1,89.1,85.3,1.0,3.8
P1776,3,92.0,90.6,83.7,4.8,1.4
P1776,4,100.0,83.6,89.0,4.4,2.0
P1776,5,93.5,74.1,89.7,1.8,4.6
P1776,6,85.0,89.5,73.4,1.1,2.2
P1776,7,86.7,85.5,71.1,1.8,4.3
P1776,8,87.9,85.0,84.8,5.3,2.9
P1776,9,74.8,85.2,79.3,3.7,1.0
P1776,10,83.9,84.2,72.3,4.0,1.0
P1776,11,91.7,80.6,71.2,2.2,2.8
P1776,12,97.3,80.9,76.2,1.3,2.6
P1777,1,97.0,84.4,88.6,4.5,1.0
P1777,2,86.2,75.7,80.6,1.5,4.7
P1777,3,96.5,84.6,79.9,2.1,3.9
P1777,4,89.9,60.7,82.3,4.5,5.4
P1777,5,100.0,94.7,74.2,4.5,3.5
P1777,6,81.8,87.4,77.5,2.8,1.3
P1777,7,86.0,78.5,86.4,1.1,3.6
P1777,8,93.7,87.1,76.4,2.9,2.1
P1777,9,95.8,73.8,63.2,4.4,4.3
P1777,10,87.9,75.5,91.9,3.9,5.4
P1777,11,83.7,67.8,98.9,4.1,5.0
P1777,12,92.9,77.1,79.8,4.2,2.5
P1778,1,96.4,84.4,85.2,3.6,2.7
P1778,2,94.6,79.6,89.9,1.9,2.2
P1778,3,89.9,100.0,80.2,2.6,2.4
P1778,4,97.8,79.3,77.5,2.1,3.4
P1778,5,75.9,90.9,59.8,2.0,2.7
P1778,6,86.8,85.4,74.6,5.7,1.2
P1778,7,96.9,100.0,78.8,3.9,1.0
P1778,8,94.3,74.4,78.4,3.7,3.4
P1778,9,94.1,96.9,87.0,2.7,2.3
P1778,10,86.4,90.2,77.9,5.1,4.4
P1778,11,99.7,84.5,100.0,2.0,4.1
P1778,12,86.0,87.4,73.4,2.6,2.9
P1779,1,93.8,98.5,78.5,2.0,1.6
P1779,2,85.0,99.7,99.7,7.4,1.0
P1779,3,91.6,98.8,74.5,7.9,1.0
P1779,4,95.6,100.0,100.0,3.3,1.0
P1779,5,94.6,90.9,89.0,3.4,3.9
P1779,6,88.3,100.0,74.9,1.3,3.0
P1779,7,96.5,95.3,66.9,3.9,1.9
P1779,8,85.6,90.4,64.9,4.9,3.5
P1779,9,80.3,100.0,85.4,1.6,1.5
P1779,10,90.8,100.0,82.3,4.4,1.0
P1779,11,87.7,85.0,64.9,4.0,4.4
P1779,12,89.9,100.0,83.2,3.6,1.4
P1780,1,89.2,95.2,76.5,3.0,2.2
P1780,2,89.9,92.3,85.1,4.7,1.3
P1780,3,80.5,94.8,79.2,1.3,1.0
P1780,4,99.4,86.9,89.8,3.2,2.0
P1780,5,95.9,100.0,95.3,2.4,1.3
P1780,6,89.7,100.0,92.2,3.7,2.7
P1780,7,91.0,100.0,68.7,2.4,1.3
P1780,8,95.4,83.0,74.8,2.6,2.6
P1780,9,92.2,100.0,95.6,3.3,3.1
P1780,10,88.1,100.0,69.2,4.7,3.2
P1780,11,90.3,90.2,77.6,1.2,1.0
P1780,12,87.5,92.3,82.0,1.0,3.0
P1781,1,93.8,95.7,76.3,5.5,2.6
P1781,2,90.2,92.4,70.4,1.1,3.3
P1781,3,81.2,82.0,78.7,3.9,3.7
P1781,4,90.5,97.8,82.1,5.3,2.5
P1781,5,87.0,86.7,86.6,2.3,3.1
P1781,6,83.5,88.0,77.9,2.6,3.5
P1781,7,91.1,89.6,86.6,6.6,2.8
P1781,8,90.8,100.0,96.3,1.8,1.5
P1781,9,88.8,90.4,72.9,6.1,3.4
P1781,10,93.9,86.6,93.5,3.1,2.9
P1781,11,100.0,97.9,59.3,3.6,1.9
P1781,12,87.2,83.8,65.5,4.0,3.3
P1782,1,85.5,90.6,66.3,3.1,1.8
P1782,2,84.3,93.5,71.6,2.6,3.1
P1782,3,95.6,91.7,77.5,1.6,2.0
P1782,4,83.5,99.3,99.1,5.0,3.1
P1782,5,84.4,79.2,76.6,3.6,2.3
P1782,6,93.8,100.0,84.3,4.7,1.7
P1782,7,85.7,95.4,83.6,2.8,1.7
P1782,8,82.1,91.8,77.4,4.6,2.2
P1782,9,86.4,88.5,79.8,6.2,1.0
P1782,10,89.4,95.4,95.7,3.4,3.2
P1782,11,90.7,81.8,72.4,2.7,2.5
P1782,12,84.6,96.7,78.6,4.0,2.5
P1783,1,89.4,100.0,68.3,4.2,1.5
P1783,2,89.9,92.7,86.0,4.2,2.5
P1783,3,79.7,99.2,75.8,1.0,4.1
P1783,4,100.0,85.3,100.0,5.6,2.7
P1783,5,82.0,79.2,76.1,4.6,2.9
P1783,6,87.8,100.0,87.2,5.2,1.1
P1783,7,81.7,86.1,67.3,4.1,3.1
P1783,8,86.7,100.0,97.9,1.0,1.2
P1783,9,90.7,99.6,88.9,3.2,1.0
P1783,10,86.6,93.4,81.0,3.8,3.1
P1783,11,91.3,100.0,83.2,3.6,1.9
P1783,12,78.4,100.0,100.0,6.0,1.5
P1784,1,87.7,81.6,71.4,5.8,2.2
P1784,2,82.5,72.4,86.3,4.3,4.5
P1784,3,94.2,86.0,70.4,1.0,3.1
P1784,4,85.1,80.3,81.2,5.0,4.2
P1784,5,84.6,100.0,79.2,2.6,3.1
P1784,6,100.0,70.4,90.3,3.4,5.3
P1784,7,91.8,79.9,74.7,1.0,4.1
P1784,8,90.6,85.6,79.7,3.4,3.2
P1784,9,91.2,85.8,85.8,2.9,2.9
P1784,10,99.7,85.4,72.2,3.5,3.7
P1784,11,84.4,99.5,77.3,3.3,1.1
P1784,12,83.8,98.2,76.2,3.6,1.0
P1785,1,91.8,88.9,72.7,3.9,3.6
P1785,2,80.9,77.9,72.3,3.2,3.1
P1785,3,94.9,90.5,70.5,1.0,4.5
P1785,4,80.3,83.3,100.0,3.6,3.1
P1785,5,96.2,89.5,87.5,1.9,1.6
P1785,6,97.2,91.1,67.9,4.2,3.0
P1785,7,89.5,96.6,80.2,1.3,2.2
P1785,8,80.1,86.5,82.4,4.6,3.0
P1785,9,84.4,87.5,80.4,2.9,2.0
P1785,10,95.1,81.6,100.0,2.3,2.1
P1785,11,93.4,85.0,79.5,2.4,3.0
P1785,12,100.0,69.7,78.2,4.9,2.6
P1786,1,92.8,93.3,100.0,5.8,1.9
P1786,2,99.5,85.9,79.0,6.0,2.4
P1786,3,88.7,83.6,87.5,5.5,3.3
P1786,4,84.6,90.8,74.5,5.2,2.8
P1786,5,85.6,83.1,70.4,1.2,2.0
P1786,6,85.5,78.8,76.7,3.8,2.9
P1786,7,88.5,83.9,63.5,4.1,1.8
P1786,8,81.9,90.0,87.2,1.9,1.5
P1786,9,93.6,93.3,78.7,2.7,1.8
P1786,10,76.0,84.6,64.1,3.5,3.8
P1786,11,87.8,79.4,100.0,2.9,2.5
P1786,12,95.6,75.7,70.6,1.4,3.4
P1787,1,80.8,93.3,81.1,3.5,3.0
P1787,2,93.1,92.4,73.7,4.2,2.1
P1787,3,94.9,88.0,66.7,3.4,2.8
P1787,4,97.5,99.5,75.4,4.2,2.3
P1787,5,98.4,100.0,86.9,2.4,1.9
P1787,6,90.1,100.0,73.7,4.6,1.1
P1787,7,91.2,94.1,100.0,3.6,2.5
P1787,8,94.5,100.0,83.3,2.4,1.0
P1787,9,96.1,100.0,82.6,1.2,2.0
P1787,10,91.4,96.4,84.0,5.8,1.8
P1787,11,85.8,100.0,78.4,5.2,1.0
P1787,12,92.8,92.2,80.1,3.9,1.8
P1788,1,92.1,76.3,83.5,5.2,3.3
P1788,2,94.6,85.5,83.0,4.4,3.4
P1788,3,90.9,72.2,91.2,1.9,3.4
P1788,4,88.0,89.1,71.5,4.4,2.4
P1788,5,92.5,79.1,67.4,2.5,2.4
P1788,6,98.4,83.5,85.6,2.7,4.4
P1788,7,95.3,86.1,81.0,5.6,1.3
P1788,8,89.3,78.8,78.2,3.4,3.4
P1788,9,94.0,81.7,100.0,3.9,3.0
P1788,10,78.8,77.9,73.2,1.7,2.6
P1788,11,90.6,77.7,85.6,2.2,4.0
P1788,12,83.9,73.9,83.2,3.9,4.1
P1789,1,92.2,83.3,75.4,2.3,2.3
P1789,2,84.1,85.1,73.7,3.0,2.4
P1789,3,88.3,93.3,70.8,1.2,3.3
P1789,4,91.5,83.9,69.1,4.9,3.6
P1789,5,92.1,82.5,94.7,1.7,2.9
P1789,6,94.7,63.8,87.6,5.4,5.5
P1789,7,88.1,72.6,82.0,4.8,4.2
P1789,8,85.8,83.6,74.2,2.4,3.1
P1789,9,98.9,73.7,83.0,4.2,2.8
P1789,10,90.6,87.8,75.1,3.7,1.0
P1789,11,86.2,78.0,73.0,2.9,3.4
P1789,12,92.3,60.6,86.2,3.7,4.8
P1790,1,92.0,88.9,80.6,4.7,2.2
P1790,2,96.2,97.9,100.0,3.0,1.0
P1790,3,79.4,79.5,79.2,3.9,4.0
P1790,4,85.1,84.7,71.6,6.2,2.3
P1790,5,87.6,91.0,80.9,2.8,2.2
P1790,6,92.9,84.7,73.5,1.4,3.1
P1790,7,79.1,83.6,70.3,2.9,2.7
P1790,8,91.3,83.0,87.1,2.9,1.9
P1790,9,97.5,89.8,74.9,1.7,4.6
P1790,10,80.0,87.8,80.7,2.5,2.9
P1790,11,87.3,86.3,91.4,4.6,4.4
P1790,12,87.8,98.5,93.2,3.0,3.5
P1791,1,90.2,79.4,90.5,5.2,3.3
P1791,2,79.9,64.9,92.4,3.9,4.8
P1791,3,82.1,63.9,83.9,3.5,5.5
P1791,4,89.4,78.7,84.0,4.3,2.1
P1791,5,95.2,86.1,84.4,2.9,2.6
P1791,6,82.5,72.2,55.7,3.4,3.0
P1791,7,82.6,92.9,71.6,1.2,2.0
P1791,8,78.0,81.2,96.0,5.7,1.2
P1791,9,86.2,91.1,77.9,1.9,4.0
P1791,10,93.2,77.1,70.1,1.6,5.3
P1791,11,93.9,90.0,67.4,1.7,2.5
P1791,12,92.7,73.2,85.8,4.6,5.6
P1792,1,94.5,100.0,92.1,4.8,2.9
P1792,2,83.2,88.6,100.0,1.4,1.3
P1792,3,84.2,94.5,90.2,1.7,2.9
P1792,4,95.1,98.0,89.9,1.0,1.9
P1792,5,100.0,86.5,54.9,1.9,4.5
P1792,6,90.2,94.9,100.0,4.7,1.8
P1792,7,86.0,80.5,75.3,5.6,4.1
P1792,8,86.1,85.9,99.6,4.1,1.9
P1792,9,86.4,97.0,88.5,3.6,1.8
P1792,10,91.9,98.5,94.3,2.3,1.0
P1792,11,98.0,82.7,72.2,4.1,3.4
P1792,12,91.6,87.0,82.2,5.3,2.3
P1793,1,92.9,80.2,82.6,1.0,3.8
P1793,2,95.0,91.0,73.5,1.7,4.7
P1793,3,96.7,95.0,85.5,1.0,1.0
P1793,4,99.1,77.3,100.0,4.3,3.4
P1793,5,86.6,79.9,83.2,2.5,2.5
P1793,6,95.1,86.7,62.2,3.6,1.1
P1793,7,99.3,82.2,78.8,1.9,4.9
P1793,8,96.9,86.9,70.8,1.9,1.8
P1793,9,90.6,97.0,70.3,4.7,1.4
P1793,10,76.7,87.6,60.9,5.4,1.0
P1793,11,87.0,78.7,79.4,4.1,3.2
P1793,12,86.3,94.1,86.8,1.0,3.0
P1794,1,92.2,95.9,68.1,2.0,1.0
P1794,2,91.7,100.0,63.6,3.3,1.0
P1794,3,89.8,100.0,81.2,3.4,1.0
P1794,4,97.0,97.9,85.5,2.9,3.0
P1794,5,93.9,95.7,76.4,2.7,2.2
P1794,6,85.3,100.0,97.0,6.4,1.1
P1794,7,92.3,96.3,82.7,3.3,2.8
P1794,8,93.3,100.0,78.0,5.8,1.0
P1794,9,94.8,97.9,79.1,3.5,1.9
P1794,10,97.1,89.3,65.8,3.7,5.2
P1794,11,87.8,100.0,88.1,4.4,3.0
P1794,12,91.6,89.1,67.9,6.8,2.7
P1795,1,94.1,99.6,100.0,2.8,1.6
P1795,2,79.2,78.3,70.8,2.5,5.4
P1795,3,89.7,73.0,80.5,4.1,5.5
P1795,4,79.8,72.6,72.6,2.7,4.7
P1795,5,87.8,78.7,75.3,4.0,3.5
P1795,6,86.6,84.5,86.1,1.3,4.0
P1795,7,93.1,72.1,81.0,4.4,5.2
P1795,8,90.6,92.0,65.9,1.5,1.8
P1795,9,91.8,80.7,82.7,2.7,3.1
P1795,10,89.8,82.4,71.7,2.7,1.9
P1795,11,92.7,83.5,83.2,4.4,4.1
P1795,12,92.6,86.1,89.3,5.7,2.2
P1796,1,92.1,82.4,74.8,4.5,2.6
P1796,2,100.0,100.0,87.7,4.2,2.1
P1796,3,84.3,95.9,78.1,1.5,2.3
P1796,4,80.7,74.9,71.2,1.5,4.5
P1796,5,96.3,83.2,69.7,2.1,3.3
P1796,6,82.0,78.2,71.1,4.8,3.6
P1796,7,82.9,89.9,79.3,4.0,3.1
P1796,8,95.0,84.8,71.6,2.9,2.6
P1796,9,84.6,76.7,69.8,2.6,4.8
P1796,10,96.9,78.5,80.2,3.8,4.5
P1796,11,83.8,94.3,82.4,3.7,1.7
P1796,12,100.0,77.6,78.7,1.6,4.6
P1797,1,96.1,70.7,72.2,3.2,3.4
P1797,2,87.5,93.1,88.8,5.1,1.0
P1797,3,97.1,83.4,80.3,3.6,2.3
P1797,4,83.7,84.1,87.0,4.3,1.4
P1797,5,87.1,89.5,89.6,4.1,2.9
P1797,6,91.8,77.8,72.5,3.7,2.7
P1797,7,87.0,76.7,77.0,3.6,2.0
P1797,8,96.5,81.1,88.6,2.8,2.2
P1797,9,86.3,72.0,86.3,2.7,3.5
P1797,10,90.9,91.6,75.0,3.8,1.8
P1797,11,80.5,80.4,96.7,2.5,3.2
P1797,12,81.1,85.3,75.0,3.2,2.3
P1798,1,95.4,95.7,77.2,2.4,1.5
P1798,2,92.8,99.8,93.1,7.8,1.7
P1798,3,89.0,83.8,79.8,4.8,2.5
P1798,4,83.9,90.7,81.2,3.9,3.0
P1798,5,88.4,84.8,68.1,4.9,3.6
P1798,6,90.0,76.4,83.7,3.5,4.7
P1798,7,88.4,93.7,86.6,1.2,3.0
P1798,8,94.1,89.3,92.0,2.9,1.5
P1798,9,78.6,100.0,95.6,5.6,4.1
P1798,10,86.8,82.5,78.0,3.4,3.5
P1798,11,91.2,100.0,81.4,4.9,1.5
P1798,12,80.7,99.6,76.9,3.3,3.0
P1799,1,100.0,80.5,95.8,2.3,2.8
P1799,2,82.9,84.4,84.0,4.8,2.7
P1799,3,88.9,74.1,74.5,1.0,3.7
P1799,4,86.0,88.7,85.3,2.1,3.2
P1799,5,87.6,83.4,75.6,5.5,3.4
P1799,6,93.2,99.6,74.6,3.6,2.3
P1799,7,90.6,79.8,98.9,3.8,2.3
P1799,8,84.8,85.1,96.9,5.9,3.1
P1799,9,93.5,89.6,92.7,4.4,1.4
P1799,10,94.4,100.0,76.6,2.2,1.0
P1799,11,92.9,85.0,87.0,3.6,3.1
