personnel_id,week,sleep_hours,fatigue_score,stress_score,mood_score,emotional_exhaustion
P2514,8,6.5,4.4,4.6,6.5,3.7
P2514,9,6.4,5.9,6.8,4.7,8.4
P2514,10,8.5,2.2,5.5,6.6,5.1
P2514,11,6.1,6.2,5.1,4.0,4.9
P2514,12,5.6,5.3,4.2,7.0,4.9
P2515,1,7.7,6.8,9.0,4.5,8.6
P2515,2,6.3,9.2,8.2,4.4,8.7
P2515,3,6.1,5.7,5.6,4.1,6.5
P2515,4,7.5,3.9,7.8,3.6,7.5
P2515,5,6.3,8.5,6.7,5.4,7.2
P2515,6,7.0,7.1,7.1,5.4,7.1
P2515,7,7.7,5.3,10.0,4.7,6.7
P2515,8,7.1,7.0,6.4,6.4,7.4
P2515,9,7.9,5.6,7.8,2.4,7.0
P2515,10,8.0,6.6,6.7,5.6,7.5
P2515,11,6.4,6.7,7.3,6.2,6.6
P2515,12,7.2,6.3,3.6,7.1,4.1
P2516,1,7.1,5.9,6.2,5.0,8.1
P2516,2,7.3,3.0,8.0,5.7,6.5
P2516,3,6.6,7.0,4.1,5.9,4.2
P2516,4,8.8,5.0,4.6,6.2,5.8
P2516,5,6.6,6.1,5.0,7.4,5.4
P2516,6,5.9,6.8,7.9,3.8,7.1
P2516,7,7.9,4.5,5.2,4.0,5.1
P2516,8,8.7,3.4,9.0,3.1,6.8
P2516,9,6.8,6.3,3.8,6.2,3.4
P2516,10,6.3,5.8,7.4,4.7,6.5
P2516,11,7.1,5.3,5.1,5.6,4.5
P2516,12,6.8,5.3,6.4,5.1,6.4
P2517,1,7.2,5.9,8.4,4.1,7.1
P2517,2,6.9,7.1,5.1,7.4,4.6
P2517,3,5.4,8.2,8.6,3.5,8.3
P2517,4,7.6,6.6,7.1,4.4,7.4
P2517,5,8.6,5.9,6.6,5.7,6.6
P2517,6,7.8,4.2,5.4,4.2,6.3
P2517,7,7.6,5.1,5.3,5.3,4.9
P2517,8,8.4,6.3,7.4,4.3,6.9
P2517,9,5.8,7.0,8.6,5.0,8.1
P2517,10,6.8,7.8,7.7,2.2,7.8
P2517,11,7.5,6.0,7.1,5.7,6.4
P2517,12,6.6,6.4,7.9,3.8,8.2
P2518,1,7.8,4.7,4.8,6.1,5.6
P2518,2,8.0,2.9,4.0,6.2,3.8
P2518,3,6.3,5.8,7.5,4.7,6.7
P2518,4,7.3,5.5,4.8,5.3,5.0
P2518,5,7.3,6.8,4.9,7.2,4.7
P2518,6,8.1,5.1,6.8,6.3,6.0
P2518,7,7.3,4.2,5.7,5.2,4.1
P2518,8,8.1,3.8,6.2,6.1,4.0
P2518,9,7.9,4.3,4.9,5.8,4.5
P2518,10,5.4,8.0,6.6,5.4,6.6
P2518,11,7.7,4.2,7.5,5.2,5.8
P2518,12,6.4,4.0,6.4,7.2,4.9
P2519,1,7.7,1.0,6.5,5.0,3.9
P2519,2,5.7,6.5,4.3,6.5,5.8
P2519,3,6.8,3.9,5.6,7.8,4.7
P2519,4,7.8,4.1,3.9,6.2,3.6
P2519,5,7.9,5.3,6.4,5.6,5.7
P2519,6,7.3,5.0,6.0,5.3,4.9
P2519,7,5.7,5.7,6.1,4.0,6.3
P2519,8,6.1,3.9,3.6,6.3,4.5
P2519,9,7.7,1.7,4.2,4.9,4.2
P2519,10,6.5,6.2,4.7,5.1,5.4
P2519,11,7.6,2.9,6.1,3.1,3.7
P2519,12,7.3,4.7,4.7,7.5,5.8
P2520,1,6.1,6.7,5.1,3.8,5.8
P2520,2,7.5,4.7,5.7,4.4,5.7
P2520,3,7.7,2.1,2.8,7.1,3.5
P2520,4,7.4,4.3,8.1,5.3,7.5
P2520,5,7.3,5.7,6.1,5.3,5.0
P2520,6,7.3,6.6,4.8,4.6,4.4
P2520,7,8.7,3.2,5.0,7.0,5.1
P2520,8,7.2,4.1,5.3,6.7,3.2
P2520,9,8.2,3.8,9.9,3.3,8.0
P2520,10,9.0,3.5,5.7,5.6,5.1
P2520,11,7.9,4.2,5.3,4.9,6.3
P2520,12,6.7,4.9,3.7,5.8,5.5
P2521,1,7.4,5.4,5.5,6.2,6.2
P2521,2,7.4,4.1,7.9,3.4,6.1
P2521,3,7.6,6.0,5.8,5.8,6.3
P2521,4,8.1,3.6,4.9,6.5,4.6
P2521,5,7.4,5.4,7.2,4.0,7.1
P2521,6,7.6,7.1,7.9,4.6,8.0
P2521,7,6.6,6.6,6.7,5.1,7.4
P2521,8,5.5,7.1,5.5,4.7,5.8
P2521,9,6.7,6.6,10.0,4.4,8.2
P2521,10,7.8,2.6,5.6,5.7,5.7
P2521,11,7.8,4.8,4.7,6.5,5.6
P2521,12,6.8,6.9,4.5,4.5,4.8
P2522,1,6.6,6.5,6.8,4.8,6.7
P2522,2,8.4,2.7,1.6,7.2,2.3
P2522,3,6.0,7.3,8.1,2.6,6.5
P2522,4,8.4,3.0,2.8,5.2,2.4
P2522,5,6.4,4.4,3.7,6.3,3.2
P2522,6,6.6,6.4,4.3,6.5,6.1
P2522,7,6.7,5.3,7.9,6.1,7.3
P2522,8,6.7,4.9,6.8,5.8,5.6
P2522,9,6.1,8.5,4.8,4.3,6.0
P2522,10,5.7,6.6,6.0,5.4,6.9
P2522,11,7.3,4.3,4.6,5.5,5.5
P2522,12,7.7,3.6,5.4,4.9,5.2
P2523,1,6.5,4.7,5.2,5.8,4.0
P2523,2,7.2,5.2,6.5,5.6,6.6
P2523,3,6.6,4.6,5.2,4.7,5.9
P2523,4,6.3,5.2,5.0,6.5,5.8
P2523,5,6.9,4.5,4.2,7.8,5.2
P2523,6,7.4,2.2,4.3,7.1,2.8
P2523,7,7.7,4.5,3.0,8.9,4.0
P2523,8,9.0,2.6,4.3,5.6,3.2
P2523,9,7.7,2.7,7.6,3.3,5.3
P2523,10,6.9,5.9,5.3,5.6,4.3
P2523,11,6.9,4.2,5.9,6.8,5.4
P2523,12,6.3,5.3,5.4,5.4,6.3
P2524,1,8.1,1.6,4.1,9.8,4.6
P2524,2,6.9,3.9,7.4,4.4,6.3
P2524,3,7.4,5.3,5.5,4.2,4.6
P2524,4,7.5,3.8,5.1,7.4,6.6
P2524,5,7.3,3.9,5.8,5.1,4.9
P2524,6,6.7,5.2,4.8,4.5,4.6
P2524,7,6.7,4.8,4.7,5.0,4.5
P2524,8,7.5,3.8,1.8,7.2,3.4
P2524,9,5.6,4.7,3.4,5.6,3.9
P2524,10,6.8,3.0,3.3,7.5,4.9
P2524,11,6.9,4.7,3.5,4.1,4.8
P2524,12,6.8,4.6,2.6,7.4,3.4
P2525,1,7.1,4.9,5.5,5.7,6.3
P2525,2,6.8,3.2,2.4,6.0,2.7
P2525,3,6.2,5.0,5.3,5.9,4.9
P2525,4,5.6,3.4,2.7,6.7,2.8
P2525,5,7.5,3.2,2.2,7.6,2.2
P2525,6,6.4,5.2,5.0,6.6,5.1
P2525,7,6.2,5.7,3.8,5.5,4.2
P2525,8,7.2,3.6,2.7,5.8,2.6
P2525,9,7.4,2.4,5.6,5.2,4.5
P2525,10,7.2,2.2,3.5,7.6,3.6
P2525,11,7.4,4.8,7.3,5.9,5.4
P2525,12,5.8,6.4,3.9,4.8,5.7
P2526,1,7.3,2.4,3.8,5.8,3.0
P2526,2,6.6,3.0,3.2,7.3,3.5
P2526,3,5.6,4.2,2.0,7.2,3.4
P2526,4,5.9,3.6,3.8,4.8,4.7
P2526,5,7.4,4.2,3.9,6.6,4.6
P2526,6,6.6,3.3,4.0,6.0,4.7
P2526,7,6.9,4.0,1.3,8.2,2.4
P2526,8,6.7,3.9,2.8,5.5,1.9
P2526,9,8.2,3.9,4.9,8.0,6.0
P2526,10,7.1,5.0,5.3,5.9,4.0
P2526,11,7.4,3.6,5.0,6.5,3.6
P2526,12,8.7,2.8,3.4,6.4,2.8
P2527,1,7.4,1.0,1.8,6.5,1.0
P2527,2,8.7,2.2,4.2,5.7,3.7
P2527,3,8.2,1.7,5.3,4.9,3.5
P2527,4,7.1,5.1,3.1,6.2,3.3
P2527,5,6.5,2.5,4.5,5.2,2.8
P2527,6,7.0,2.2,2.3,7.0,1.1
P2527,7,6.9,1.4,2.5,6.3,2.8
P2527,8,7.3,1.0,2.5,7.7,1.6
P2527,9,7.1,1.8,1.0,7.5,1.0
P2527,10,5.8,4.6,3.4,6.9,3.2
P2527,11,6.4,1.9,5.4,5.6,3.3
P2527,12,6.6,2.6,3.0,6.3,3.3
P2528,1,6.2,6.0,5.0,5.9,5.6
P2528,2,4.9,7.4,3.5,6.4,5.5
P2528,3,6.4,4.7,5.2,5.4,3.7
P2528,4,8.0,2.8,5.6,3.8,5.3
P2528,5,6.3,4.5,3.7,6.5,4.8
P2528,6,7.4,4.7,5.6,6.4,6.4
P2528,7,6.3,6.2,4.2,5.6,7.2
P2528,8,6.5,6.3,5.4,5.2,4.1
P2528,9,5.2,5.0,5.9,5.6,4.8
P2528,10,7.3,5.1,5.5,4.0,4.3
P2528,11,6.6,4.1,4.1,5.3,4.7
P2528,12,6.8,5.5,3.0,4.9,4.6
P2529,1,6.2,5.9,6.2,6.6,8.2
P2529,2,6.5,6.3,5.1,5.0,6.0
P2529,3,8.0,5.9,6.3,3.7,5.2
P2529,4,7.9,5.2,7.3,5.8,5.7
P2529,5,7.0,7.4,7.5,4.2,5.9
P2529,6,7.6,6.1,6.4,5.6,7.2
P2529,7,6.1,7.5,5.8,4.8,6.0
P2529,8,7.3,5.6,7.1,4.0,7.1
P2529,9,6.8,6.3,9.4,3.1,10.0
P2529,10,7.5,6.1,6.4,6.5,6.1
P2529,11,7.4,5.7,9.3,3.6,8.6
P2529,12,7.3,7.9,6.6,6.2,8.3
P2530,1,6.8,5.4,4.8,5.8,5.8
P2530,2,7.1,3.8,4.0,6.9,3.4
P2530,3,8.5,1.0,6.4,6.6,4.3
P2530,4,6.8,3.4,4.3,4.9,4.9
P2530,5,6.2,4.4,5.5,4.9,5.4
P2530,6,8.0,3.1,4.0,4.9,3.8
P2530,7,6.1,7.2,4.6,7.0,5.5
P2530,8,6.0,4.9,4.9,5.8,6.9
P2530,9,5.8,5.5,3.4,7.0,4.8
P2530,10,7.1,5.0,4.7,5.5,5.1
P2530,11,7.8,4.8,3.0,5.8,4.5
P2530,12,7.5,2.8,5.6,6.0,4.0
P2531,1,6.9,3.9,4.2,4.8,3.3
P2531,2,8.4,1.0,4.2,5.9,3.9
P2531,3,6.7,2.5,3.2,6.7,2.4
P2531,4,5.7,4.1,2.0,6.9,2.5
P2531,5,8.0,2.4,2.0,7.9,1.3
P2531,6,7.0,4.9,3.7,7.0,3.7
P2531,7,6.4,4.6,1.7,5.7,1.2
P2531,8,7.0,3.5,1.0,8.8,1.2
P2531,9,7.9,2.5,3.8,6.8,3.7
P2531,10,6.7,3.9,2.4,5.1,2.1
P2531,11,7.2,3.5,5.2,5.9,3.5
P2531,12,6.8,3.4,6.5,5.0,4.3
P2532,1,7.1,4.3,5.3,5.0,5.0
P2532,2,8.8,3.0,3.0,6.8,1.9
P2532,3,8.2,4.2,5.7,6.6,4.9
P2532,4,6.0,5.2,4.0,5.5,4.9
P2532,5,7.7,7.3,4.4,5.8,4.6
P2532,6,6.8,5.0,5.7,5.9,3.9
P2532,7,6.3,5.1,4.7,6.5,4.8
P2532,8,5.5,7.3,4.3,6.7,4.5
P2532,9,7.3,4.2,1.3,7.4,1.0
P2532,10,7.1,3.5,3.6,5.8,5.7
P2532,11,8.7,1.1,3.7,7.4,1.0
P2532,12,7.1,1.7,4.3,5.4,3.6
P2533,1,5.9,8.5,7.1,3.5,7.6
P2533,2,8.0,4.9,6.4,5.5,5.8
P2533,3,7.6,4.2,4.1,6.5,3.9
P2533,4,6.6,4.7,7.4,3.3,6.6
P2533,5,7.4,6.1,6.1,7.2,6.2
P2533,6,6.6,6.6,7.4,4.4,7.9
P2533,7,7.3,6.7,6.3,5.4,6.1
P2533,8,5.1,7.2,7.5,3.7,6.9
P2533,9,7.4,5.0,6.1,6.3,7.4
P2533,10,7.2,4.0,3.8,7.5,4.9
P2533,11,7.0,4.0,7.4,4.7,5.9
P2533,12,7.5,3.4,7.3,4.4,5.5
P2534,1,7.1,3.3,2.5,7.4,3.0
P2534,2,6.4,4.8,4.9,5.7,5.6
P2534,3,6.5,5.3,5.6,5.8,5.7
P2534,4,7.2,2.7,3.8,6.9,3.3
P2534,5,5.0,7.4,7.1,5.6,8.7
P2534,6,7.1,3.6,4.1,6.0,4.1
P2534,7,7.0,5.0,6.7,3.7,7.3
P2534,8,6.5,2.6,5.8,5.5,4.1
P2534,9,7.0,4.1,5.2,6.3,6.4
P2534,10,7.4,4.1,5.4,5.4,4.6
P2534,11,7.8,2.9,4.4,5.5,3.6
P2534,12,6.4,6.0,5.4,7.9,5.4
P2535,1,7.2,2.9,7.0,5.1,5.4
P2535,2,7.1,3.8,3.3,5.1,3.9
P2535,3,7.7,3.6,4.3,5.7,2.8
P2535,4,6.6,5.4,5.5,4.4,5.4
P2535,5,7.6,4.8,4.6,7.2,4.2
P2535,6,7.3,5.5,7.9,5.6,7.1
P2535,7,7.1,4.4,7.2,6.1,6.7
P2535,8,6.3,5.8,5.9,5.8,6.0
P2535,9,7.3,4.8,4.8,7.2,5.7
P2535,10,7.7,3.7,4.0,5.3,2.2
P2535,11,7.7,4.0,5.5,5.0,5.0
P2535,12,6.6,5.8,4.1,6.0,4.6
P2536,1,8.0,3.8,1.6,8.0,3.2
P2536,2,7.2,3.2,4.8,6.2,5.6
P2536,3,6.4,3.9,2.5,8.2,3.0
P2536,4,5.8,6.5,5.5,5.4,5.6
P2536,5,8.0,4.9,3.4,7.3,4.5
P2536,6,8.2,3.7,5.6,6.2,6.5
P2536,7,7.9,3.6,4.6,5.2,3.4
P2536,8,6.8,4.7,5.2,5.5,4.7
P2536,9,7.5,3.8,6.0,4.6,5.7
P2536,10,6.2,6.2,3.8,7.6,6.6
P2536,11,7.9,4.9,3.2,5.7,4.7
P2536,12,6.9,3.7,3.8,6.5,4.0
P2537,1,6.8,5.6,6.0,5.1,4.7
P2537,2,6.3,6.4,5.7,5.4,5.8
P2537,3,6.2,6.6,9.1,2.1,8.0
P2537,4,7.7,3.3,5.9,6.5,5.1
P2537,5,8.3,4.5,4.2,5.5,3.7
P2537,6,6.7,6.0,5.6,7.1,5.2
P2537,7,6.9,7.5,7.2,2.5,8.8
P2537,8,6.5,5.6,7.8,3.1,6.7
P2537,9,6.6,7.1,8.4,4.7,7.7
P2537,10,7.7,4.0,4.4,6.3,4.4
P2537,11,6.5,6.9,6.2,5.3,6.6
P2537,12,7.8,4.0,6.7,3.3,5.8
P2538,1,6.7,3.5,2.5,7.3,2.6
P2538,2,8.0,3.9,4.8,5.2,3.2
P2538,3,6.5,4.7,4.6,5.7,5.2
P2538,4,7.2,4.1,5.5,5.4,5.9
P2538,5,8.1,5.1,1.0,6.3,2.7
P2538,6,7.5,4.2,5.1,5.3,6.0
P2538,7,8.0,2.1,6.7,6.3,3.5
P2538,8,8.2,3.9,6.2,5.6,5.2
P2538,9,7.6,4.2,6.4,5.2,5.3
P2538,10,6.2,4.4,5.5,7.3,5.2
P2538,11,7.6,4.7,7.1,3.4,7.6
P2538,12,7.4,4.5,5.7,5.7,5.1
P2539,1,7.4,5.1,6.1,5.4,5.3
P2539,2,5.9,4.5,7.1,4.0,7.9
P2539,3,6.0,7.1,4.2,5.7,5.6
P2539,4,6.3,5.7,4.5,5.1,6.0
P2539,5,6.9,4.2,3.1,7.5,2.5
P2539,6,6.1,6.5,5.9,4.9,7.0
P2539,7,7.4,5.9,7.1,4.7,5.6
P2539,8,6.0,6.1,3.4,5.8,3.6
P2539,9,6.0,5.7,6.9,5.4,5.3
P2539,10,6.5,4.6,5.2,5.8,4.4
P2539,11,8.1,2.9,6.5,4.7,5.3
P2539,12,7.1,5.0,4.9,4.7,4.7
P2540,1,8.4,2.4,1.0,7.8,1.0
P2540,2,6.4,1.3,3.7,8.6,1.9
P2540,3,7.2,2.7,2.7,6.0,2.0
P2540,4,6.9,2.8,4.7,4.7,4.9
P2540,5,7.5,3.5,6.0,5.3,5.3
P2540,6,8.1,1.1,1.7,8.3,1.7
P2540,7,6.7,2.4,3.0,5.3,3.7
P2540,8,6.9,2.7,4.7,5.0,5.0
P2540,9,6.4,3.6,1.6,6.0,3.3
P2540,10,7.2,3.4,2.1,8.6,2.9
P2540,11,7.7,1.3,1.3,5.1,1.1
P2540,12,5.4,5.4,3.6,7.8,5.0
P2541,1,6.5,6.8,7.9,5.5,6.8
P2541,2,5.1,9.9,6.8,4.8,7.9
P2541,3,6.7,7.1,9.3,3.3,6.9
P2541,4,7.9,5.4,10.0,4.3,9.2
P2541,5,7.8,6.6,5.9,5.9,6.8
P2541,6,6.1,7.4,10.0,3.2,8.5
P2541,7,6.3,9.7,10.0,4.9,9.7
P2541,8,5.7,10.0,7.3,4.7,6.8
P2541,9,7.9,6.2,5.7,6.4,6.1
P2541,10,5.7,9.3,5.4,5.4,7.1
P2541,11,6.0,6.8,10.0,3.6,9.9
P2541,12,7.5,6.5,5.6,5.4,6.8
P2542,1,7.3,4.2,4.1,5.2,4.4
P2542,2,7.9,5.0,3.4,6.3,4.6
P2542,3,7.9,3.8,4.7,4.8,4.8
P2542,4,6.8,5.3,4.0,5.6,5.3
P2542,5,7.6,2.4,3.9,8.6,2.6
P2542,6,6.8,3.5,4.2,4.8,5.7
P2542,7,7.3,2.1,5.6,2.8,4.4
P2542,8,7.3,2.7,3.2,4.9,4.0
P2542,9,5.8,3.5,5.0,5.8,4.4
P2542,10,7.6,3.3,2.3,6.5,2.7
P2542,11,6.7,4.0,5.2,7.3,3.7
P2542,12,7.4,2.5,5.6,4.9,3.5
P2543,1,7.6,5.6,8.6,5.2,7.6
P2543,2,7.2,6.1,7.9,4.7,6.1
P2543,3,6.2,6.3,10.0,3.3,9.4
P2543,4,7.2,6.9,4.8,5.2,6.0
P2543,5,7.0,6.4,8.2,4.0,8.7
P2543,6,6.9,4.9,7.5,5.6,7.2
P2543,7,7.5,5.6,8.2,2.1,7.0
P2543,8,7.0,6.9,4.3,6.7,4.0
P2543,9,6.3,7.5,6.8,5.0,8.0
P2543,10,7.0,5.8,7.1,4.8,6.6
P2543,11,6.7,6.7,5.8,5.7,5.3
P2543,12,8.0,5.7,8.1,4.3,8.3
P2544,1,7.5,4.7,4.2,6.1,5.4
P2544,2,6.5,5.4,6.9,4.2,6.9
P2544,3,7.4,5.4,6.3,4.5,6.1
P2544,4,7.0,6.1,6.3,6.7,6.6
P2544,5,7.7,3.3,4.5,6.9,4.6
P2544,6,6.1,6.7,8.5,3.9,7.3
P2544,7,6.4,4.7,7.7,4.7,6.5
P2544,8,4.3,8.5,4.7,4.0,7.2
P2544,9,7.6,3.7,6.5,5.0,5.0
P2544,10,7.0,4.3,5.9,4.3,4.6
P2544,11,7.1,5.1,8.4,3.5,8.4
P2544,12,7.8,3.4,4.9,2.3,3.0
P2545,1,8.9,3.4,8.4,3.7,6.6
P2545,2,6.4,5.1,4.9,6.3,3.7
P2545,3,7.4,4.8,6.7,5.1,5.3
P2545,4,6.9,6.4,6.1,4.6,6.9
P2545,5,7.0,4.3,3.4,6.8,3.0
P2545,6,5.8,7.1,5.1,5.2,6.7
P2545,7,8.3,3.6,5.3,5.9,5.4
P2545,8,6.4,6.4,8.2,3.6,7.5
P2545,9,6.7,6.2,6.2,3.1,5.4
P2545,10,6.1,6.3,5.2,6.0,4.3
P2545,11,7.2,4.9,4.3,7.1,4.5
P2545,12,7.3,4.0,5.8,5.8,5.9
P2546,1,6.3,4.2,4.2,5.8,3.9
P2546,2,7.2,3.4,4.3,5.7,4.2
P2546,3,6.7,5.3,5.1,6.3,5.6
P2546,4,8.8,2.8,7.7,4.5,5.8
P2546,5,7.1,5.2,6.3,3.9,7.8
P2546,6,6.1,5.7,6.2,5.9,6.1
P2546,7,7.5,2.3,3.2,6.2,2.2
P2546,8,8.5,2.8,5.2,7.3,5.1
P2546,9,5.8,3.8,8.0,4.4,5.8
P2546,10,7.5,1.7,5.4,5.5,3.5
P2546,11,6.2,4.5,5.6,4.9,5.1
P2546,12,6.2,6.1,6.0,4.9,5.0
P2547,1,6.2,5.8,6.4,5.1,7.2
P2547,2,7.1,4.4,6.6,5.6,4.5
P2547,3,7.2,6.0,1.0,5.7,1.1
P2547,4,6.8,3.9,8.9,1.8,8.1
P2547,5,7.1,4.4,6.1,5.7,6.3
P2547,6,7.1,4.2,3.7,7.0,4.2
P2547,7,6.5,6.7,2.6,4.7,4.5
P2547,8,8.9,1.0,3.2,7.3,2.7
P2547,9,6.0,6.2,6.6,4.5,6.8
P2547,10,8.6,2.9,7.0,4.0,5.4
P2547,11,6.9,4.5,4.7,7.4,5.8
P2547,12,8.1,2.5,3.2,8.0,2.5
P2548,1,8.3,2.1,1.0,9.4,1.0
P2548,2,7.3,3.7,2.8,6.2,3.8
P2548,3,7.3,3.5,3.8,5.8,4.6
P2548,4,7.7,2.7,3.0,5.2,3.0
P2548,5,6.5,3.4,3.1,7.2,2.9
P2548,6,7.1,4.0,1.4,6.0,3.4
P2548,7,7.9,4.5,2.4,5.7,3.1
P2548,8,7.4,4.2,2.1,8.3,2.7
P2548,9,8.7,1.6,5.8,5.1,4.2
P2548,10,6.3,5.3,5.3,5.1,4.6
P2548,11,5.3,4.6,4.9,4.6,4.6
P2548,12,7.1,2.8,4.3,7.2,3.1
P2549,1,6.6,4.3,5.6,5.5,5.7
P2549,2,7.0,3.6,2.9,7.2,3.1
P2549,3,7.1,3.6,6.1,4.0,5.5
P2549,4,7.6,3.0,3.8,5.2,2.6
P2549,5,7.1,4.6,1.4,6.1,2.4
P2549,6,6.1,3.2,2.8,7.4,2.8
P2549,7,7.3,2.9,6.5,5.4,4.8
P2549,8,7.9,3.5,3.4,5.7,3.0
P2549,9,6.9,2.8,2.0,7.6,2.4
P2549,10,8.1,4.4,4.5,5.8,4.1
P2549,11,6.4,4.3,3.3,6.2,3.3
P2549,12,7.1,2.6,2.5,7.1,3.9
P2550,1,7.8,3.7,5.9,6.6,6.4
P2550,2,6.9,4.8,5.6,4.7,4.8
P2550,3,6.0,3.2,4.5,7.4,2.7
P2550,4,5.7,4.8,4.2,7.1,4.0
P2550,5,6.4,4.5,5.8,5.1,6.7
P2550,6,6.4,3.6,4.9,5.0,4.2
P2550,7,7.0,3.3,4.8,6.3,3.5
P2550,8,6.5,4.2,4.8,5.7,4.4
P2550,9,8.4,2.2,1.6,6.8,2.4
P2550,10,7.6,1.6,5.9,6.4,4.9
P2550,11,6.9,4.4,4.0,6.8,3.0
P2550,12,6.9,2.7,3.0,5.9,2.2
P2551,1,7.5,3.3,4.2,7.4,3.8
P2551,2,5.1,6.5,2.2,8.3,3.4
P2551,3,5.9,5.2,4.6,7.2,5.5
P2551,4,5.2,5.8,3.6,6.4,3.2
P2551,5,6.8,4.8,4.3,5.8,4.8
P2551,6,7.2,6.2,6.4,4.2,5.2
P2551,7,7.0,4.9,4.4,5.7,5.4
P2551,8,8.0,4.1,8.4,4.4,6.9
P2551,9,6.9,5.0,6.0,4.5,4.6
P2551,10,6.6,3.4,3.9,4.7,3.1
P2551,11,7.0,5.6,3.4,5.0,2.9
P2551,12,6.3,4.7,3.7,7.8,3.9
P2552,1,6.3,3.9,6.7,5.7,6.9
P2552,2,7.1,1.9,5.3,6.6,4.7
P2552,3,6.3,3.5,6.4,7.2,5.3
P2552,4,7.3,3.1,4.0,7.2,2.7
P2552,5,6.7,4.3,4.3,5.8,4.1
P2552,6,6.4,3.2,5.5,4.7,4.7
P2552,7,8.0,2.8,7.4,5.1,6.7
P2552,8,6.5,6.2,2.1,8.1,4.6
P2552,9,6.0,4.7,7.8,4.7,6.2
P2552,10,6.0,4.2,4.9,6.3,5.4
P2552,11,7.1,4.0,1.9,7.9,1.4
P2552,12,7.5,5.5,5.6,3.9,5.8
P2553,1,6.9,4.1,1.5,5.6,2.2
P2553,2,7.3,5.0,3.9,4.4,4.0
P2553,3,8.0,2.8,3.7,5.3,3.0
P2553,4,6.6,3.5,2.3,8.0,3.5
P2553,5,6.3,5.7,6.1,8.4,5.8
P2553,6,6.1,4.8,4.1,5.4,5.4
P2553,7,9.0,3.1,3.6,6.1,3.4
P2553,8,6.4,2.9,1.4,5.7,1.1
P2553,9,6.7,5.0,5.0,6.1,3.5
P2553,10,6.4,5.4,4.7,7.6,5.3
P2553,11,6.5,5.9,6.3,3.9,6.5
P2553,12,7.5,4.2,4.7,7.1,4.7
P2554,1,8.2,3.9,4.8,5.3,4.8
P2554,2,6.2,6.5,7.8,4.1,7.2
P2554,3,6.4,5.0,6.0,3.8,4.8
P2554,4,6.2,5.8,7.0,5.2,6.1
P2554,5,7.5,3.1,6.5,4.7,4.4
P2554,6,7.7,6.5,5.1,6.0,4.8
P2554,7,7.1,4.3,4.2,6.5,4.4
P2554,8,5.6,6.9,4.2,6.7,6.1
P2554,9,6.6,5.5,7.5,4.4,7.3
P2554,10,6.4,6.0,3.7,7.2,5.3
P2554,11,7.1,5.0,3.7,6.3,5.6
P2554,12,6.8,5.9,5.8,5.9,6.0
P2555,1,7.2,5.3,2.0,7.5,1.8
P2555,2,7.1,2.9,3.7,6.4,3.9
P2555,3,7.4,1.1,5.1,5.8,4.9
P2555,4,8.0,2.8,3.2,6.5,3.5
P2555,5,6.7,3.3,4.4,5.4,5.2
P2555,6,8.0,1.1,3.9,7.0,2.9
P2555,7,6.3,3.3,5.1,4.9,4.7
P2555,8,7.4,2.5,2.5,5.4,1.0
P2555,9,6.9,3.1,2.4,6.7,1.9
P2555,10,7.3,1.9,2.7,7.7,1.3
P2555,11,6.0,4.7,3.8,5.8,3.5
P2555,12,6.5,2.8,3.9,5.6,3.3
P2556,1,6.8,2.9,4.0,7.3,3.4
P2556,2,7.8,3.2,4.6,5.8,4.5
P2556,3,5.3,6.1,6.8,3.7,5.1
P2556,4,8.3,2.8,6.8,3.1,5.8
P2556,5,7.5,5.0,3.0,5.5,2.6
P2556,6,6.8,5.1,4.4,6.3,4.0
P2556,7,7.1,3.3,5.7,5.7,5.2
P2556,8,7.3,6.0,5.6,3.7,6.3
P2556,9,7.4,5.3,4.7,5.5,4.8
P2556,10,6.0,5.0,5.4,6.1,5.4
P2556,11,8.0,3.4,7.4,3.1,6.3
P2556,12,7.2,5.6,6.6,3.4,6.3
P2557,1,6.2,3.9,1.0,7.3,2.2
P2557,2,8.2,3.1,4.9,5.3,4.1
P2557,3,8.4,3.1,4.5,5.5,3.2
P2557,4,6.6,3.2,5.1,4.0,5.3
P2557,5,6.1,6.1,6.1,6.5,7.1
P2557,6,7.1,5.4,4.0,5.8,3.3
P2557,7,7.8,2.9,4.4,5.4,4.2
P2557,8,6.3,6.0,7.9,2.2,8.2
P2557,9,6.7,4.5,3.4,7.0,4.1
P2557,10,7.3,4.5,5.5,4.1,5.4
P2557,11,7.6,3.7,5.2,6.1,4.4
P2557,12,6.4,5.8,5.4,7.1,6.7
P2558,1,7.0,7.2,5.5,4.8,4.9
P2558,2,6.4,6.1,5.8,5.3,5.2
P2558,3,7.6,3.4,5.7,6.2,4.2
P2558,4,7.4,4.8,4.5,5.6,4.4
P2558,5,7.8,5.6,7.9,3.1,7.1
P2558,6,6.4,5.4,6.4,3.8,6.8
P2558,7,7.1,6.6,4.6,7.1,4.6
P2558,8,6.8,4.2,7.6,6.5,6.9
P2558,9,7.9,5.3,5.7,4.9,5.3
P2558,10,7.4,3.7,5.8,4.5,6.4
P2558,11,7.2,5.3,6.5,5.2,7.2
P2558,12,6.1,7.4,6.4,4.3,5.8
P2559,1,5.8,5.0,2.2,8.1,4.5
P2559,2,7.0,3.3,7.4,2.5,6.2
P2559,3,7.0,3.8,6.6,7.5,4.4
