personnel_id,deployment_days,deployment_frequency,operational_exposure
P2792,37,1,5
P2793,44,1,4
P2794,8,3,4
P2795,76,2,10
P2796,18,1,9
P2797,83,3,8
P2798,29,1,1
P2799,11,1,9
P2800,16,2,10
P2801,9,2,5
P2802,66,1,3
P2803,2,2,8
P2804,43,3,10
P2805,22,1,1
P2806,73,2,9
P2807,78,1,9
P2808,52,2,4
P2809,84,3,2
P2810,86,1,6
P2811,15,1,7
P2812,20,4,9
P2813,76,1,7
P2814,75,2,8
P2815,41,2,4
P2816,37,2,7
P2817,35,4,9
P2818,53,1,6
P2819,46,1,5
P2820,110,2,10
P2821,66,3,7
P2822,15,2,7
P2823,59,0,3
P2824,98,1,5
P2825,68,5,2
P2826,44,4,9
P2827,19,3,2
P2828,116,1,5
P2829,44,2,2
P2830,58,0,6
P2831,77,5,4
P2832,61,2,9
P2833,66,1,9
P2834,99,1,7
P2835,19,0,6
P2836,50,3,6
P2837,57,4,10
P2838,19,4,4
P2839,69,2,8
P2840,92,4,2
P2841,115,3,5
P2842,86,5,2
P2843,86,1,10
P2844,96,3,8
P2845,14,1,3
P2846,39,1,4
P2847,110,3,9
P2848,24,2,9
P2849,22,3,7
P2850,65,2,4
P2851,34,2,7
P2852,51,1,8
P2853,66,2,3
P2854,35,0,9
P2855,9,3,5
P2856,95,2,3
P2857,60,0,8
P2858,93,2,6
P2859,64,1,4
P2860,101,3,3
P2861,92,0,3
P2862,19,3,8
P2863,112,0,10
P2864,41,3,5
P2865,91,2,6
P2866,18,2,2
P2867,81,3,8
P2868,62,5,2
P2869,118,8,2
P2870,17,0,10
P2871,66,3,2
P2872,40,3,4
P2873,8,0,2
P2874,28,3,5
P2875,97,3,8
P2876,107,3,3
P2877,102,2,2
P2878,113,1,9
P2879,32,1,8
P2880,27,4,5
P2881,46,2,1
P2882,13,1,7
P2883,17,0,10
P2884,0,0,6
P2885,38,0,6
P2886,19,1,8
P2887,97,6,7
P2888,85,1,9
P2889,120,0,9
P2890,50,1,6
P2891,118,2,1
P2892,115,0,8
P2893,23,2,8
P2894,63,4,2
P2895,84,0,4
P2896,88,2,10
P2897,43,3,10
P2898,45,2,8
P2899,54,0,7
P2900,81,4,1
P2901,103,1,6
P2902,80,1,9
P2903,110,4,10
P2904,101,3,4
P2905,34,0,5
P2906,56,3,8
P2907,101,0,5
P2908,60,2,3
P2909,78,5,5
P2910,88,2,2
P2911,56,3,4
P2912,72,2,8
P2913,32,4,4
P2914,25,4,7
P2915,21,1,3
P2916,19,0,8
P2917,99,1,5
P2918,12,3,7
P2919,48,2,8
P2920,111,3,7
P2921,69,2,2
P2922,31,2,6
P2923,77,2,1
P2924,62,4,2
P2925,45,2,7
P2926,55,6,10
P2927,78,0,1
P2928,62,3,6
P2929,89,3,10
P2930,118,3,6
P2931,80,2,7
P2932,28,3,9
P2933,18,1,5
P2934,72,4,9
P2935,34,3,7
P2936,62,5,1
P2937,118,2,2
P2938,62,1,6
P2939,90,1,6
P2940,87,4,9
P2941,83,2,1
P2942,13,2,7
P2943,64,1,1
P2944,31,3,4
P2945,89,2,4
P2946,70,5,6
P2947,118,0,5
P2948,115,2,2
P2949,105,4,6
P2950,82,0,9
P2951,98,2,9
P2952,48,2,8
P2953,18,1,7
P2954,89,0,9
P2955,34,2,9
P2956,34,1,9
P2957,60,3,10
P2958,108,3,1
P2959,117,0,8
P2960,71,0,3
P2961,108,2,1
P2962,70,0,2
P2963,66,0,7
P2964,16,0,7
P2965,31,3,3
P2966,70,1,1
P2967,82,3,7
P2968,28,3,5
P2969,58,1,6
P2970,71,1,7
P2971,69,2,10
P2972,88,2,5
P2973,41,0,8
P2974,104,4,9
P2975,23,2,10
P2976,84,1,2
P2977,38,2,7
P2978,83,1,9
P2979,36,2,3
P2980,76,1,2
P2981,95,1,9
P2982,10,3,6
P2983,3,1,6
P2984,28,0,8
P2985,83,2,2
P2986,113,1,3
P2987,98,1,5
P2988,65,0,4
P2989,108,0,4
P2990,114,0,9
P2991,2,3,9
P2992,7,0,1
P2993,23,3,7
P2994,115,0,7
P2995,97,1,3
P2996,5,1,7
P2997,102,2,1
P2998,6,4,8
P2999,18,8,5
P3000,12,1,7
P3001,34,2,1
P3002,10,2,10
P3003,77,0,5
P3004,28,1,2
P3005,35,4,5
P3006,93,3,10
P3007,28,2,2
P3008,110,1,9
P3009,70,1,3
P3010,48,1,2
P3011,10,2,5
P3012,47,3,7
P3013,77,4,10
P3014,38,5,10
P3015,85,5,6
P3016,65,1,8
P3017,46,3,9
P3018,68,1,5
P3019,57,2,2
P3020,40,0,8
P3021,46,1,5
P3022,25,2,9
P3023,21,1,9
P3024,17,1,5
P3025,21,3,10
P3026,82,3,4
P3027,7,3,2
P3028,114,2,3
P3029,9,3,8
P3030,7,3,7
P3031,78,2,7
P3032,1,0,6
P3033,67,3,7
P3034,71,1,3
P3035,116,1,3
P3036,6,1,8
P3037,73,4,3
P3038,67,4,10
P3039,20,2,5
P3040,21,1,5
P3041,43,3,3
P3042,68,2,5
P3043,103,2,2
P3044,111,5,10
P3045,113,0,10
P3046,80,0,7
P3047,90,3,9
P3048,20,4,8
P3049,48,0,1
P3050,53,1,7
P3051,8,3,3
P3052,69,5,4
P3053,119,1,1
P3054,23,3,3
P3055,117,1,3
P3056,67,2,10
P3057,51,0,1
P3058,40,0,1
P3059,31,2,9
P3060,116,0,2
P3061,91,3,1
P3062,85,2,7
P3063,11,2,8
P3064,41,2,7
P3065,12,0,3
P3066,113,2,4
P3067,90,0,10
P3068,60,0,1
P3069,31,1,1
P3070,27,2,6
P3071,117,3,9
P3072,39,1,7
P3073,30,0,7
P3074,106,3,5
P3075,101,1,9
P3076,93,1,4
P3077,54,1,4
P3078,15,3,3
P3079,5,3,1
P3080,88,2,6
P3081,26,2,8
P3082,119,1,2
P3083,0,1,1
P3084,90,2,7
P3085,118,2,10
P3086,116,2,3
P3087,81,2,6
P3088,43,3,5
P3089,120,1,7
P3090,44,2,7
P3091,54,4,2
P3092,100,3,1
P3093,47,2,9
P3094,63,2,2
P3095,89,2,9
P3096,48,3,9
P3097,39,0,10
P3098,84,1,8
P3099,53,3,9
P3100,46,3,8
P3101,6,2,9
P3102,27,1,6
P3103,19,3,3
P3104,0,2,5
P3105,51,4,5
P3106,78,2,7
P3107,70,0,9
P3108,26,0,3
P3109,93,3,9
P3110,101,3,7
P3111,99,2,2
P3112,96,0,2
P3113,10,3,8
P3114,38,2,3
P3115,61,2,7
P3116,86,0,10
P3117,117,0,8
P3118,4,1,5
P3119,70,4,1
P3120,9,2,7
P3121,83,3,10
P3122,69,2,8
P3123,84,6,3
P3124,80,1,7
P3125,24,1,6
P3126,105,2,3
P3127,36,0,10
P3128,93,2,7
P3129,33,3,9
P3130,57,0,7
P3131,120,2,9
P3132,108,0,7
P3133,20,2,10
P3134,2,0,2
P3135,120,3,10
P3136,97,2,7
P3137,11,0,4
P3138,44,2,3
P3139,113,2,7
P3140,81,2,3
P3141,1,3,3
P3142,15,2,10
P3143,54,1,1
P3144,115,1,3
P3145,40,0,7
P3146,26,2,3
P3147,18,2,4
P3148,41,5,2
P3149,35,3,3
P3150,41,0,3
P3151,119,1,8
P3152,33,1,4
P3153,101,0,2
P3154,82,4,4
P3155,8,2,4
P3156,10,2,2
P3157,3,0,1
P3158,91,4,6
P3159,29,1,5
P3160,1,2,5
P3161,21,2,2
P3162,52,0,6
P3163,99,3,5
P3164,65,2,6
P3165,10,1,3
P3166,120,0,2
P3167,44,0,2
P3168,10,3,6
P3169,40,1,1
P3170,5,4,2
P3171,40,4,5
P3172,42,1,4
P3173,60,1,8
P3174,91,2,7
P3175,67,0,6
P3176,84,1,5
P3177,115,0,3
P3178,61,1,8
P3179,49,2,3
P3180,85,0,10
P3181,14,2,3
P3182,56,3,7
P3183,105,0,9
P3184,75,1,8
P3185,49,4,4
P3186,99,2,5
P3187,36,3,6
P3188,26,1,5
P3189,8,2,7
P3190,50,2,10
P3191,41,2,6
P3192,109,1,7
P3193,58,1,1
P3194,88,6,2
P3195,0,4,6
P3196,73,1,5
P3197,17,3,4
P3198,63,4,6
P3199,77,0,4
P3200,49,2,2
P3201,79,2,1
P3202,68,2,10
P3203,30,1,8
P3204,26,5,10
P3205,6,1,8
P3206,104,2,3
P3207,76,6,2
P3208,107,2,8
P3209,86,1,9
P3210,65,3,9
P3211,57,2,1
P3212,58,0,1
P3213,8,2,5
P3214,24,3,1
P3215,70,2,3
P3216,33,1,6
P3217,100,1,2
P3218,70,1,4
P3219,118,2,9
P3220,12,6,10
P3221,32,0,5
P3222,58,0,7
P3223,109,1,5
P3224,113,3,10
P3225,13,1,9
P3226,94,1,6
P3227,27,1,9
P3228,9,3,10
P3229,59,5,3
P3230,54,4,7
P3231,88,0,1
P3232,82,4,10
P3233,61,4,10
P3234,68,3,8
P3235,81,5,4
P3236,55,0,9
P3237,81,2,3
P3238,107,3,10
P3239,109,5,6
P3240,115,2,8
P3241,67,2,7
P3242,5,0,6
P3243,79,2,9
P3244,81,0,5
P3245,57,3,2
P3246,39,1,5
P3247,79,1,4
P3248,120,3,7
P3249,83,3,3
P3250,57,1,4
P3251,53,1,6
P3252,19,4,9
P3253,68,3,10
P3254,16,0,1
P3255,31,3,3
P3256,5,2,10
P3257,61,2,1
P3258,77,0,4
P3259,1,1,3
P3260,75,2,6
P3261,103,0,6
P3262,120,2,3
P3263,32,4,3
P3264,87,3,9
P3265,24,3,10
P3266,2,2,3
P3267,113,1,1
P3268,40,1,3
P3269,35,3,6
P3270,72,3,9
P3271,48,2,1
P3272,49,3,10
P3273,37,4,8
P3274,120,1,4
P3275,43,5,2
P3276,49,1,5
P3277,8,5,3
P3278,4,3,4
P3279,101,1,8
P3280,43,1,8
P3281,29,0,1
P3282,42,7,10
P3283,84,3,10
P3284,89,0,8
P3285,90,3,7
P3286,46,2,6
P3287,68,5,9
P3288,35,3,2
P3289,97,4,3
P3290,20,2,2
P3291,9,4,8
P3292,74,3,7
P3293,76,2,9
P3294,106,2,8
P3295,92,0,7
P3296,60,1,4
P3297,14,1,7
P3298,69,1,1
P3299,44,1,2
P3300,48,1,7
P3301,56,2,10
P3302,113,2,3
P3303,87,4,5
P3304,63,2,2
P3305,120,0,3
P3306,93,0,3
P3307,119,1,3
P3308,9,1,10
P3309,98,5,3
P3310,56,0,5
P3311,98,1,5
P3312,20,1,2
P3313,77,0,3
P3314,29,1,1
P3315,53,2,10
P3316,26,2,7
P3317,107,1,8
P3318,110,6,7
P3319,89,2,10
P3320,48,1,4
P3321,50,4,2
P3322,88,3,5
P3323,43,2,2
P3324,49,3,9
P3325,74,3,10
P3326,26,1,6
P3327,67,2,8
P3328,2,3,7
P3329,78,1,7
P3330,70,3,8
P3331,51,1,1
P3332,22,0,4
P3333,82,2,7
P3334,45,3,9
P3335,43,3,4
P3336,23,4,1
P3337,68,5,6
P3338,39,1,6
P3339,43,2,6
P3340,42,0,5
P3341,112,2,8
P3342,87,1,10
P3343,62,1,6
P3344,82,2,7
P3345,119,0,4
P3346,87,2,4
P3347,82,7,1
P3348,96,1,4
P3349,51,0,9
P3350,16,3,6
P3351,27,1,1
P3352,14,1,6
P3353,44,3,9
P3354,82,6,2
P3355,120,0,7
P3356,91,3,1
P3357,112,1,9
P3358,85,4,1
P3359,21,5,5
P3360,81,1,4
P3361,23,2,7
P3362,94,1,10
P3363,50,4,6
P3364,84,2,6
P3365,19,1,1
P3366,61,4,5
P3367,89,2,10
P3368,111,1,9
P3369,37,2,1
P3370,117,3,1
P3371,32,0,7
P3372,3,2,5
P3373,120,3,8
P3374,23,0,10
P3375,98,1,9
P3376,74,0,7
P3377,11,4,10
P3378,116,4,5
P3379,80,2,2
P3380,26,1,9
P3381,75,1,9
P3382,110,2,2
P3383,62,2,5
P3384,80,0,2
P3385,48,0,2
P3386,90,1,4
P3387,43,3,5
P3388,41,3,3
P3389,93,1,9
P3390,2,0,3
P3391,1,1,10
P3392,19,3,2
P3393,95,2,10
P3394,82,0,3
P3395,89,2,3
P3396,86,2,6
P3397,76,0,7
P3398,107,2,6
P3399,57,2,3
P3400,4,5,3
P3401,3,0,9
P3402,67,3,8
P3403,1,2,8
P3404,13,6,7
P3405,30,3,2
P3406,28,4,3
P3407,95,7,8
P3408,79,3,6
P3409,52,6,3
P3410,88,1,5
P3411,31,2,5
P3412,50,3,6
P3413,101,0,2
P3414,52,2,2
P3415,43,1,7
P3416,79,1,2
P3417,88,2,6
P3418,6,0,10
P3419,36,4,8
P3420,87,6,10
P3421,4,2,1
P3422,87,2,6
P3423,44,1,3
P3424,58,4,5
P3425,53,1,10
P3426,21,2,7
P3427,34,0,1
P3428,26,1,6
P3429,33,2,6
P3430,83,1,3
P3431,10,4,5
P3432,47,2,5
P3433,101,1,9
P3434,52,4,7
P3435,59,4,4
P3436,33,2,4
P3437,34,2,10
P3438,55,2,8
P3439,36,2,4
P3440,76,2,5
P3441,80,2,3
P3442,53,2,9
P3443,1,3,2
P3444,67,1,9
P3445,100,2,5
P3446,92,2,2
P3447,19,1,8
P3448,92,1,9
P3449,86,0,9
P3450,86,1,3
P3451,11,1,4
P3452,115,2,1
P3453,34,2,7
P3454,117,2,7
P3455,82,1,4
P3456,40,5,4
P3457,82,1,6
P3458,69,1,6
P3459,3,3,1
P3460,12,0,5
P3461,27,1,8
P3462,8,3,6
P3463,105,3,1
P3464,63,4,7
P3465,71,8,1
P3466,78,5,7
P3467,83,1,8
P3468,114,1,10
P3469,119,0,8
P3470,61,0,4
P3471,81,1,10
P3472,42,0,3
P3473,64,1,5
P3474,33,2,10
P3475,40,2,3
P3476,82,1,4
P3477,63,1,7
P3478,2,3,2
P3479,98,0,3
P3480,88,1,10
P3481,81,0,1
P3482,21,4,5
P3483,113,1,5
P3484,96,0,10
P3485,37,0,1
P3486,78,2,5
P3487,77,1,6
P3488,114,0,5
P3489,15,2,1
P3490,113,1,10
P3491,93,2,10
P3492,31,2,4
P3493,55,4,9
P3494,103,3,4
P3495,53,1,8
P3496,17,1,2
P3497,120,3,8
P3498,87,2,1
P3499,38,2,8
P3500,44,3,5
P3501,37,2,6
P3502,59,4,8
P3503,33,3,10
P3504,32,2,7
P3505,3,1,6
P3506,57,3,9
P3507,37,4,2
P3508,35,2,9
P3509,64,1,7
P3510,66,2,8
P3511,87,4,10
P3512,102,4,1
P3513,61,4,5
P3514,82,3,4
P3515,84,1,9
P3516,50,2,9
P3517,0,3,8
P3518,110,0,3
P3519,86,2,8
P3520,35,1,4
P3521,51,2,2
P3522,91,2,6
P3523,28,1,5
P3524,92,6,4
P3525,102,2,8
P3526,41,1,2
P3527,91,3,9
P3528,109,4,7
P3529,80,3,7
P3530,52,1,10
P3531,92,3,8
P3532,93,3,8
P3533,110,2,6
P3534,46,5,6
P3535,66,2,8
P3536,91,0,1
P3537,91,3,9
P3538,44,3,8
P3539,41,2,10
P3540,84,2,3
P3541,5,4,5
P3542,116,2,5
P3543,100,1,5
P3544,43,1,2
P3545,61,0,9
P3546,89,3,1
P3547,15,1,6
P3548,96,2,9
P3549,117,0,1
P3550,120,4,3
P3551,103,5,6
P3552,116,0,3
P3553,20,2,5
P3554,58,2,10
P3555,51,0,4
P3556,10,1,3
P3557,63,2,5
P3558,16,2,1
P3559,89,2,5
P3560,1,1,7
P3561,86,2,7
P3562,66,2,8
P3563,83,1,6
P3564,119,4,10
P3565,89,1,4
P3566,15,4,8
P3567,89,4,4
P3568,22,1,2
P3569,35,2,10
P3570,24,1,6
P3571,60,4,4
P3572,116,0,9
P3573,1,4,6
P3574,41,1,8
P3575,67,3,8
P3576,42,2,10
P3577,77,3,6
P3578,109,4,7
P3579,50,2,3
P3580,116,5,8
P3581,31,4,6
P3582,66,1,3
P3583,77,5,3
P3584,34,2,5
P3585,91,2,3
P3586,5,1,4
P3587,5,3,6
P3588,103,3,4
P3589,9,2,4
P3590,64,3,10
P3591,41,4,9
P3592,33,2,5
P3593,116,4,1
P3594,40,1,1
P3595,100,1,9
P3596,5,2,9
P3597,46,2,3
P3598,105,4,9
P3599,29,0,3
P3600,87,1,1
P3601,115,1,8
P3602,56,2,9
P3603,72,0,3
P3604,63,2,3
P3605,118,3,7
P3606,11,3,6
P3607,46,5,1
P3608,24,0,7
P3609,103,1,3
P3610,108,0,3
P3611,112,3,10
P3612,85,2,7
P3613,5,1,8
P3614,82,3,10
P3615,29,0,3
P3616,74,3,4
P3617,48,1,5
P3618,1,1,5
P3619,34,2,9
P3620,119,5,8
P3621,39,1,10
P3622,89,0,5
P3623,28,2,3
P3624,94,3,4
P3625,20,3,4
P3626,46,2,6
P3627,6,1,9
P3628,116,4,8
P3629,1,2,5
P3630,43,1,4
P3631,70,0,8
P3632,34,3,7
P3633,29,1,8
P3634,8,1,10
P3635,46,2,8
P3636,101,1,3
P3637,70,5,8
P3638,91,1,7
P3639,45,1,8
P3640,110,3,10
P3641,60,4,1
P3642,22,1,7
P3643,67,0,1
P3644,49,3,7
P3645,99,2,1
P3646,85,2,10
P3647,100,3,6
P3648,114,1,4
P3649,43,3,4
P3650,97,1,5
P3651,102,2,1
P3652,63,3,2
P3653,34,1,6
P3654,66,1,4
P3655,74,0,3
P3656,59,6,4
P3657,27,1,7
P3658,12,6,7
P3659,9,1,9
P3660,118,3,3
P3661,32,3,2
P3662,49,3,2
P3663,115,1,8
P3664,110,0,1
P3665,120,1,4
P3666,111,4,9
P3667,59,2,4
P3668,39,4,8
P3669,16,3,5
P3670,25,2,1
P3671,15,1,6
P3672,70,2,8
P3673,1,4,9
P3674,109,2,1
P3675,95,0,1
P3676,86,2,10
P3677,58,1,10
P3678,53,3,7
P3679,4,2,5
P3680,86,1,2
P3681,31,2,3
P3682,52,3,7
P3683,61,1,1
P3684,78,3,6
P3685,12,1,6
P3686,4,2,1
P3687,23,1,6
P3688,32,1,4
P3689,14,2,4
P3690,34,2,6
P3691,81,4,2
P3692,92,0,1
P3693,54,3,4
P3694,94,2,9
P3695,31,3,5
P3696,51,2,7
P3697,92,6,8
P3698,53,1,10
P3699,28,3,7
P3700,15,4,10
P3701,119,3,8
P3702,106,2,4
P3703,9,2,8
P3704,103,2,6
P3705,16,4,9
P3706,42,0,1
P3707,54,4,8
P3708,109,2,6
P3709,101,1,7
P3710,118,1,9
P3711,115,1,9
P3712,76,2,2
P3713,113,2,10
P3714,89,4,9
P3715,16,1,2
P3716,67,2,10
P3717,118,3,9
P3718,120,1,1
P3719,73,3,6
P3720,9,0,4
P3721,88,2,10
P3722,47,2,2
P3723,60,1,3
P3724,22,0,9
P3725,98,3,3
P3726,7,6,1
P3727,67,0,7
P3728,87,1,10
P3729,60,3,1
P3730,81,2,9
P3731,93,1,8
P3732,107,2,2
P3733,66,3,4
P3734,46,2,3
P3735,29,2,6
P3736,69,4,7
P3737,101,3,5
P3738,27,3,3
P3739,12,1,10
P3740,97,5,8
P3741,45,0,6
P3742,93,2,2
P3743,4,3,10
P3744,106,2,5
P3745,69,4,2
P3746,48,4,5
P3747,119,2,6
P3748,61,3,10
P3749,4,0,6
P3750,94,1,10
P3751,5,2,7
P3752,78,1,7
P3753,114,1,5
P3754,78,5,10
P3755,78,3,2
P3756,96,0,1
P3757,0,0,3
P3758,9,0,7
P3759,98,2,2
P3760,29,2,4
P3761,23,0,10
P3762,54,2,1
P3763,20,3,5
P3764,32,1,6
P3765,119,1,7
P3766,109,0,5
P3767,43,2,3
P3768,108,0,6
P3769,38,2,9
P3770,96,2,7
P3771,66,2,4
P3772,3,1,6
P3773,102,2,8
P3774,62,1,3
P3775,89,1,9
P3776,56,1,8
P3777,97,0,1
P3778,55,1,7
P3779,30,1,9
P3780,8,0,2
P3781,95,1,1
P3782,90,3,3
P3783,98,3,7
P3784,47,1,4
P3785,67,4,5
P3786,1,1,6
P3787,117,1,2
P3788,71,2,3
P3789,81,1,10
P3790,41,2,8
P3791,73,0,8
P3792,35,0,2
P3793,16,0,3
P3794,18,2,4
P3795,66,3,10
P3796,45,3,3
P3797,108,4,6
P3798,45,1,3
P3799,38,3,10
P3800,72,4,6
P3801,100,0,5
P3802,101,4,8
P3803,106,1,3
P3804,39,1,4
P3805,33,2,7
P3806,0,2,9
P3807,118,3,2
P3808,53,2,9
P3809,112,0,8
P3810,79,1,10
P3811,94,1,8
P3812,47,0,6
P3813,96,1,3
P3814,47,1,10
P3815,3,1,6
P3816,52,2,4
P3817,6,0,4
P3818,104,2,4
P3819,118,1,4
P3820,57,1,7
P3821,87,5,1
P3822,106,2,1
P3823,75,1,9
P3824,22,2,1
P3825,18,2,9
P3826,102,2,8
P3827,84,3,10
P3828,66,2,4
P3829,71,1,2
P3830,27,2,7
P3831,80,3,7
P3832,91,3,7
P3833,98,4,8
P3834,27,2,5
P3835,71,0,7
P3836,37,4,9
P3837,87,2,5
P3838,35,3,7
P3839,32,3,3
P3840,71,1,3
P3841,87,1,2
P3842,31,0,2
P3843,102,4,9
P3844,11,4,3
P3845,88,3,3
P3846,101,1,2
P3847,53,1,4
P3848,93,4,9
P3849,38,4,2
P3850,80,0,6
P3851,99,3,1
P3852,110,3,6
P3853,63,0,9
P3854,76,3,1
P3855,71,1,8
P3856,23,3,3
P3857,96,4,5
P3858,73,3,4
P3859,53,1,7
P3860,117,2,2
P3861,81,1,5
P3862,89,0,2
P3863,20,0,8
P3864,43,1,5
P3865,119,6,8
P3866,81,2,4
P3867,35,0,5
P3868,98,3,5
P3869,19,4,8
P3870,53,3,9
P3871,30,1,5
P3872,20,3,1
P3873,37,2,9
P3874,105,3,2
P3875,85,5,10
P3876,21,2,9
P3877,21,0,8
P3878,45,0,3
P3879,76,1,9
P3880,36,2,6
P3881,66,3,5
P3882,59,1,2
P3883,83,1,6
P3884,27,3,8
P3885,26,1,5
P3886,92,3,7
P3887,64,2,10
P3888,5,3,2
P3889,66,0,5
P3890,44,3,8
P3891,83,4,5
P3892,104,1,5
P3893,27,3,4
P3894,112,1,2
P3895,72,4,10
P3896,64,2,1
P3897,64,4,7
P3898,20,5,4
P3899,104,1,7
P3900,97,2,9
P3901,72,0,4
P3902,120,4,7
P3903,3,3,2
P3904,113,2,5
P3905,78,0,1
P3906,58,0,5
P3907,106,5,6
P3908,87,2,2
P3909,63,1,1
P3910,28,0,1
P3911,73,2,10
P3912,91,2,5
P3913,45,2,9
P3914,50,3,6
P3915,60,0,6
P3916,18,1,5
P3917,105,2,4
P3918,100,4,3
P3919,66,3,1
P3920,31,2,10
P3921,2,2,8
P3922,109,2,8
P3923,104,0,8
P3924,77,4,9
P3925,0,1,5
P3926,28,0,8
P3927,11,2,8
P3928,82,2,3
P3929,120,2,3
P3930,36,1,3
P3931,68,2,2
P3932,81,3,5
P3933,65,1,2
P3934,86,2,4
P3935,23,6,6
P3936,58,5,4
P3937,97,2,6
P3938,5,1,6
P3939,68,3,4
P3940,74,1,1
P3941,36,1,2
P3942,44,4,10
P3943,102,4,4
P3944,113,3,8
P3945,46,0,2
P3946,32,4,4
P3947,51,1,4
P3948,118,1,5
P3949,103,3,5
P3950,9,1,6
P3951,23,1,2
P3952,14,2,2
P3953,117,1,8
P3954,10,1,9
P3955,63,0,1
P3956,98,1,7
P3957,82,1,3
P3958,54,2,9
P3959,119,2,9
P3960,52,5,1
P3961,27,5,8
P3962,59,0,3
P3963,17,4,10
P3964,30,2,7
P3965,39,2,1
P3966,117,3,3
P3967,3,2,10
P3968,25,2,6
P3969,50,1,4
P3970,54,0,8
P3971,38,1,1
P3972,84,2,1
P3973,69,4,9
P3974,81,2,6
P3975,32,2,7
P3976,85,2,9
P3977,117,1,4
P3978,52,3,8
P3979,107,0,4
P3980,114,2,4
P3981,2,2,10
P3982,104,3,9
P3983,117,0,1
P3984,65,2,8
P3985,11,1,10
P3986,38,2,7
P3987,110,4,2
P3988,115,1,5
P3989,70,5,10
P3990,116,2,10
P3991,100,5,8
P3992,75,1,3
P3993,24,2,1
P3994,106,1,1
P3995,117,0,5
P3996,38,1,8
P3997,1,1,10
P3998,10,3,1
P3999,109,2,10
P4000,118,4,10
P4001,99,2,4
P4002,43,2,3
P4003,51,3,9
P4004,90,2,4
P4005,16,4,1
P4006,28,4,4
P4007,120,2,7
P4008,2,1,5
P4009,119,2,9
P4010,37,1,10
P4011,98,1,1
P4012,58,1,3
P4013,72,1,8
P4014,61,1,1
P4015,27,2,8
P4016,103,1,8
P4017,38,2,5
P4018,29,1,4
P4019,99,1,1
P4020,20,3,6
P4021,28,1,5
P4022,19,0,8
P4023,27,1,8
P4024,72,5,4
P4025,34,3,8
P4026,60,2,2
P4027,36,1,10
P4028,74,0,2
P4029,84,2,9
P4030,33,5,4
P4031,95,3,1
P4032,43,4,10
P4033,41,0,8
P4034,103,3,10
P4035,24,0,10
P4036,44,2,7
P4037,109,4,2
P4038,88,4,1
P4039,15,2,1
P4040,51,3,7
P4041,74,2,4
P4042,60,3,4
P4043,107,3,6
P4044,61,3,7
P4045,5,0,6
P4046,60,5,9
P4047,14,5,10
P4048,4,0,3
P4049,13,4,2
P4050,52,2,10
P4051,58,3,10
P4052,30,5,2
P4053,76,2,6
P4054,106,4,1
P4055,56,2,5
P4056,14,1,3
P4057,105,2,2
P4058,107,2,4
P4059,26,2,2
P4060,26,0,8
P4061,59,3,2
P4062,76,0,9
P4063,60,1,4
P4064,14,1,1
P4065,10,10,6
P4066,90,2,9
P4067,15,2,7
P4068,84,0,1
P4069,92,4,7
P4070,88,2,2
P4071,50,0,2
P4072,81,2,5
P4073,82,1,8
P4074,3,2,3
P4075,114,2,10
P4076,20,3,6
P4077,28,0,4
P4078,13,2,3
P4079,2,2,1
P4080,101,1,6
P4081,44,2,2
P4082,40,2,5
P4083,101,2,9
P4084,60,2,8
P4085,24,1,2
P4086,62,5,9
P4087,111,3,3
P4088,21,5,6
P4089,2,2,2
P4090,120,4,9
P4091,72,1,1
P4092,3,3,5
P4093,22,3,6
P4094,53,0,7
P4095,11,2,4
P4096,110,1,4
P4097,16,2,2
P4098,86,4,10
P4099,109,1,8
P4100,67,2,9
P4101,17,2,1
P4102,24,1,3
P4103,87,4,7
P4104,33,1,8
P4105,78,1,6
P4106,99,4,7
P4107,7,3,3
P4108,1,2,3
P4109,94,2,10
P4110,112,3,5
P4111,5,2,1
P4112,102,1,7
P4113,103,3,5
P4114,84,2,6
P4115,9,1,9
P4116,116,1,6
P4117,41,4,5
P4118,50,0,7
P4119,36,3,8
P4120,51,3,10
P4121,79,2,4
P4122,67,2,1
P4123,91,2,5
P4124,100,2,7
P4125,11,1,9
P4126,1,2,4
P4127,73,1,10
P4128,50,1,5
P4129,57,2,6
P4130,106,0,4
P4131,1,2,3
P4132,32,1,1
P4133,2,2,6
P4134,24,1,10
P4135,99,2,7
P4136,51,4,8
P4137,19,1,2
P4138,3,2,10
P4139,44,1,7
P4140,76,1,3
P4141,20,0,4
P4142,69,1,2
P4143,5,2,6
P4144,66,0,7
P4145,98,1,4
P4146,33,4,4
P4147,4,5,10
P4148,95,1,4
P4149,93,1,6
P4150,101,3,7
P4151,2,0,2
P4152,79,1,5
P4153,3,1,4
P4154,52,0,3
P4155,92,1,6
P4156,86,4,7
P4157,119,1,2
P4158,44,2,10
P4159,96,1,1
P4160,18,0,1
P4161,88,5,8
P4162,32,2,9
P4163,71,4,6
P4164,52,6,1
P4165,43,3,7
P4166,71,3,1
P4167,27,2,6
P4168,45,2,5
P4169,23,3,5
P4170,7,1,4
P4171,21,4,10
P4172,66,3,4
P4173,105,0,2
P4174,53,2,9
P4175,60,2,2
P4176,39,3,6
P4177,108,2,10
P4178,119,3,4
P4179,84,1,1
P4180,22,1,6
P4181,58,0,6
P4182,4,1,3
P4183,30,1,6
P4184,31,2,9
P4185,24,1,9
P4186,71,0,8
P4187,95,1,10
P4188,67,2,8
