personnel_id,age,service_years,rank_level,transfer_frequency,training_hours
P1485,22,1,Intermediate,3,12.9
P1486,29,8,Junior,1,13.4
P1487,26,2,Junior,0,4.8
P1488,49,6,Junior,0,7.5
P1489,23,2,Junior,1,13.0
P1490,32,9,Junior,2,7.6
P1491,46,4,Intermediate,2,3.6
P1492,27,1,Junior,0,7.3
P1493,45,16,Junior,1,4.8
P1494,50,13,Junior,1,13.7
P1495,22,1,Intermediate,2,8.2
P1496,24,1,Senior,1,10.7
P1497,30,3,Junior,2,14.1
P1498,35,9,Junior,1,7.2
P1499,47,16,Junior,1,12.9
P1500,39,2,Intermediate,2,17.3
P1501,42,19,Junior,3,12.9
P1502,45,6,Senior,0,5.2
P1503,31,5,Junior,1,4.2
P1504,49,26,Junior,0,10.5
P1505,26,1,Intermediate,0,7.3
P1506,28,5,Junior,1,5.1
P1507,26,3,Junior,1,5.2
P1508,21,1,Junior,0,13.2
P1509,30,4,Senior,3,11.3
P1510,35,12,Intermediate,2,7.3
P1511,33,3,Junior,0,11.5
P1512,35,6,Junior,0,10.3
P1513,44,21,Intermediate,0,9.4
P1514,41,5,Junior,0,6.1
P1515,23,1,Junior,2,5.8
P1516,25,1,Junior,1,15.6
P1517,48,18,Junior,0,9.1
P1518,28,5,Junior,0,9.2
P1519,46,12,Junior,1,5.1
P1520,36,9,Intermediate,0,15.7
P1521,34,11,Junior,1,10.3
P1522,37,9,Intermediate,0,16.8
P1523,44,9,Junior,3,11.1
P1524,32,5,Senior,1,12.7
P1525,25,1,Intermediate,2,7.3
P1526,42,15,Junior,3,13.3
P1527,39,3,Intermediate,5,7.9
P1528,29,6,Intermediate,0,5.8
P1529,41,16,Intermediate,2,8.9
P1530,41,13,Intermediate,1,5.0
P1531,44,11,Junior,1,12.5
P1532,22,1,Intermediate,1,11.5
P1533,29,2,Intermediate,0,5.4
P1534,41,6,Intermediate,2,6.1
P1535,36,6,Intermediate,4,9.8
P1536,50,25,Intermediate,1,7.1
P1537,30,8,Intermediate,1,12.0
P1538,32,1,Junior,2,6.0
P1539,45,12,Junior,1,12.7
P1540,26,3,Junior,1,13.9
P1541,42,10,Intermediate,1,11.1
P1542,25,1,Junior,0,11.0
P1543,47,1,Junior,5,12.1
P1544,25,4,Junior,0,7.2
P1545,35,6,Junior,0,7.0
P1546,42,11,Junior,0,8.4
P1547,44,14,Junior,0,13.6
P1548,35,14,Intermediate,0,14.8
P1549,48,25,Junior,1,6.8
P1550,35,8,Intermediate,4,6.2
P1551,44,1,Junior,3,11.8
P1552,41,7,Junior,2,10.5
P1553,32,2,Junior,0,11.0
P1554,50,26,Intermediate,1,11.9
P1555,49,22,Intermediate,0,3.0
P1556,47,12,Junior,1,6.9
P1557,46,12,Junior,4,6.8
P1558,21,1,Junior,0,2.6
P1559,32,3,Junior,0,13.1
P1560,49,17,Junior,2,10.7
P1561,25,4,Junior,3,1.1
P1562,41,5,Junior,1,4.4
P1563,29,3,Intermediate,3,15.7
P1564,45,10,Junior,0,11.1
P1565,24,1,Intermediate,2,12.3
P1566,27,4,Intermediate,1,14.3
P1567,32,11,Intermediate,1,8.1
P1568,24,3,Junior,1,10.8
P1569,29,5,Intermediate,1,9.9
P1570,25,3,Junior,2,6.7
P1571,22,1,Junior,1,14.8
P1572,29,4,Junior,0,4.9
P1573,23,1,Junior,0,8.6
P1574,22,1,Intermediate,1,11.2
P1575,39,3,Intermediate,2,5.0
P1576,35,10,Intermediate,3,3.2
P1577,42,15,Junior,1,4.2
P1578,41,1,Intermediate,1,5.5
P1579,26,4,Intermediate,1,10.9
P1580,38,2,Intermediate,0,10.2
P1581,46,7,Junior,1,10.4
P1582,33,3,Intermediate,1,13.8
P1583,35,11,Intermediate,1,6.2
P1584,45,17,Junior,1,6.4
P1585,48,26,Junior,0,4.3
P1586,34,2,Junior,1,8.2
P1587,43,16,Senior,2,11.9
P1588,38,14,Junior,0,5.9
P1589,35,4,Intermediate,0,10.0
P1590,39,17,Intermediate,0,4.8
P1591,40,13,Intermediate,0,3.5
P1592,48,19,Junior,0,14.2
P1593,25,3,Junior,1,19.8
P1594,23,1,Intermediate,1,11.7
P1595,48,9,Intermediate,0,6.8
P1596,25,1,Intermediate,1,6.5
P1597,28,5,Intermediate,0,6.7
P1598,30,3,Intermediate,1,17.4
P1599,25,4,Intermediate,0,6.9
P1600,21,1,Senior,2,12.8
P1601,44,11,Junior,1,1.2
P1602,27,6,Junior,0,6.5
P1603,28,5,Intermediate,1,7.5
P1604,39,12,Intermediate,0,9.6
P1605,23,1,Junior,0,5.0
P1606,42,17,Junior,2,11.8
P1607,44,22,Intermediate,0,11.1
P1608,45,20,Junior,2,18.2
P1609,34,9,Junior,0,11.6
P1610,32,7,Intermediate,0,3.4
P1611,25,1,Junior,1,7.7
P1612,41,13,Junior,1,14.0
P1613,30,3,Junior,0,11.0
P1614,26,2,Intermediate,1,9.7
P1615,22,1,Intermediate,1,9.8
P1616,26,4,Junior,2,16.4
P1617,34,5,Intermediate,0,14.1
P1618,27,3,Junior,1,16.5
P1619,40,15,Junior,1,8.5
P1620,31,6,Intermediate,1,12.8
P1621,44,6,Intermediate,1,20.7
P1622,50,21,Junior,2,10.4
P1623,45,2,Junior,3,8.1
P1624,29,8,Intermediate,0,9.9
P1625,43,5,Junior,1,15.4
P1626,28,6,Intermediate,0,10.1
P1627,34,5,Junior,1,12.6
P1628,33,12,Intermediate,0,9.1
P1629,31,10,Junior,0,5.5
P1630,33,1,Senior,3,4.1
P1631,44,6,Junior,1,8.4
P1632,47,24,Intermediate,0,5.1
P1633,29,7,Junior,1,9.4
P1634,33,11,Junior,0,12.1
P1635,36,11,Senior,1,9.1
P1636,43,8,Junior,1,5.5
P1637,50,17,Intermediate,2,7.8
P1638,25,1,Intermediate,0,10.1
P1639,37,10,Intermediate,0,4.5
P1640,22,1,Junior,0,7.9
P1641,38,8,Junior,1,8.6
P1642,43,8,Junior,0,7.2
P1643,25,3,Senior,1,5.3
P1644,22,1,Intermediate,0,8.6
P1645,24,2,Intermediate,3,0.0
P1646,46,21,Intermediate,2,14.4
P1647,26,3,Intermediate,2,7.0
P1648,32,4,Intermediate,1,7.9
P1649,33,11,Intermediate,1,3.8
P1650,34,3,Senior,2,15.5
P1651,39,4,Intermediate,0,4.9
P1652,37,8,Junior,3,10.2
P1653,45,15,Intermediate,0,12.7
P1654,47,5,Intermediate,0,3.1
P1655,34,1,Junior,0,9.1
P1656,47,6,Intermediate,0,9.5
P1657,43,10,Junior,2,0.5
P1658,24,2,Junior,0,11.4
P1659,27,2,Junior,0,8.5
P1660,30,2,Junior,2,10.2
P1661,50,8,Junior,1,9.5
P1662,41,4,Senior,1,18.4
P1663,31,2,Intermediate,1,12.1
P1664,43,14,Junior,3,9.3
P1665,36,8,Intermediate,0,8.0
P1666,29,7,Senior,1,10.0
P1667,42,19,Junior,3,7.6
P1668,33,2,Intermediate,1,5.6
P1669,45,13,Senior,1,8.5
P1670,41,10,Intermediate,2,9.6
P1671,47,23,Intermediate,2,9.2
P1672,36,2,Senior,1,9.0
P1673,45,13,Junior,2,10.5
P1674,44,12,Senior,3,8.2
P1675,37,7,Senior,2,16.3
P1676,40,17,Junior,2,13.0
P1677,34,12,Intermediate,1,19.5
P1678,48,10,Junior,2,8.5
P1679,23,2,Junior,1,18.1
P1680,32,2,Junior,1,18.2
P1681,31,10,Junior,0,11.4
P1682,26,2,Senior,0,3.8
P1683,37,12,Intermediate,0,1.6
P1684,33,5,Junior,1,11.9
P1685,50,11,Intermediate,1,12.7
P1686,33,3,Junior,1,10.6
P1687,37,8,Intermediate,2,12.9
P1688,35,7,Junior,2,17.3
P1689,34,2,Intermediate,1,11.3
P1690,21,1,Junior,1,3.7
P1691,36,6,Intermediate,2,10.7
P1692,21,1,Junior,2,6.7
P1693,31,6,Junior,0,6.9
P1694,23,2,Intermediate,0,12.9
P1695,40,11,Junior,0,9.0
P1696,42,3,Intermediate,0,9.8
P1697,34,2,Junior,0,11.0
P1698,47,8,Junior,2,3.1
P1699,50,19,Intermediate,0,13.3
P1700,47,3,Junior,0,7.0
P1701,37,16,Intermediate,2,12.7
P1702,27,6,Intermediate,0,5.7
P1703,24,1,Junior,0,12.5
P1704,36,14,Junior,3,9.5
P1705,30,4,Intermediate,2,17.7
P1706,25,1,Junior,1,7.5
P1707,21,1,Junior,2,7.6
P1708,46,2,Intermediate,0,11.6
P1709,31,4,Junior,0,6.4
P1710,40,11,Intermediate,1,15.7
P1711,47,20,Junior,2,7.0
P1712,34,6,Intermediate,2,12.7
P1713,49,25,Junior,1,16.7
P1714,31,4,Intermediate,2,13.1
P1715,36,11,Intermediate,1,4.0
P1716,31,10,Junior,1,3.3
P1717,41,9,Intermediate,0,11.8
P1718,47,7,Intermediate,1,13.3
P1719,48,19,Intermediate,1,5.9
P1720,27,2,Junior,1,18.4
P1721,46,12,Intermediate,1,12.7
P1722,21,1,Intermediate,0,3.1
P1723,27,3,Intermediate,0,10.5
P1724,43,22,Junior,2,7.1
P1725,43,16,Junior,0,8.9
P1726,24,1,Intermediate,0,7.7
P1727,42,20,Intermediate,0,6.9
P1728,23,2,Junior,1,9.8
P1729,25,4,Intermediate,1,13.1
P1730,46,20,Intermediate,1,8.1
P1731,45,11,Senior,0,16.9
P1732,48,22,Junior,1,12.7
P1733,34,7,Senior,0,15.0
P1734,38,14,Junior,1,18.2
P1735,42,16,Junior,1,13.8
P1736,37,1,Junior,1,8.8
P1737,21,1,Junior,1,14.0
P1738,25,1,Intermediate,0,13.9
P1739,25,4,Junior,0,13.4
P1740,25,4,Junior,0,3.3
P1741,38,13,Intermediate,1,19.1
P1742,40,15,Junior,0,10.2
P1743,47,5,Intermediate,0,9.7
P1744,28,5,Junior,4,6.8
P1745,34,2,Junior,1,13.6
P1746,49,11,Junior,1,7.8
P1747,42,20,Junior,3,13.9
P1748,48,2,Senior,1,9.6
P1749,50,20,Junior,1,18.1
P1750,29,7,Junior,0,6.4
P1751,24,3,Junior,1,9.9
P1752,28,3,Junior,3,7.9
P1753,49,1,Junior,1,14.7
P1754,28,1,Intermediate,1,11.2
P1755,32,10,Intermediate,2,6.5
P1756,22,1,Junior,1,9.1
P1757,30,2,Junior,0,3.2
P1758,31,5,Junior,1,6.0
P1759,47,22,Intermediate,2,13.0
P1760,26,5,Junior,1,6.4
P1761,30,8,Junior,3,1.0
P1762,35,2,Junior,0,9.4
P1763,27,2,Senior,1,11.8
P1764,22,1,Senior,3,9.8
P1765,41,15,Intermediate,1,15.4
P1766,36,6,Junior,4,11.1
P1767,33,7,Junior,3,7.6
P1768,28,2,Junior,1,12.2
P1769,43,3,Intermediate,1,6.8
P1770,34,10,Intermediate,1,8.0
P1771,41,7,Intermediate,2,14.3
P1772,33,12,Junior,2,6.6
P1773,33,3,Junior,0,15.7
P1774,35,12,Junior,1,2.7
P1775,43,13,Junior,0,10.9
P1776,46,18,Junior,0,15.2
P1777,21,1,Intermediate,2,9.0
P1778,23,1,Junior,2,14.6
P1779,21,1,Junior,1,10.0
P1780,36,14,Senior,2,13.5
P1781,42,9,Intermediate,1,8.5
P1782,39,4,Junior,2,9.9
P1783,30,2,Intermediate,0,8.1
P1784,28,1,Intermediate,0,6.1
P1785,24,3,Intermediate,1,12.5
P1786,43,11,Junior,0,15.8
P1787,50,8,Junior,1,11.9
P1788,42,14,Junior,0,14.0
P1789,27,4,Junior,0,16.3
P1790,24,2,Junior,0,9.8
P1791,21,1,Junior,2,13.5
P1792,35,2,Junior,1,15.1
P1793,41,20,Junior,2,12.3
P1794,27,2,Intermediate,2,6.1
P1795,37,5,Junior,2,9.1
P1796,47,8,Intermediate,0,10.6
P1797,29,4,Intermediate,0,10.4
P1798,26,4,Senior,1,3.1
P1799,24,1,Intermediate,0,11.5
P1800,24,1,Intermediate,3,6.8
P1801,24,2,Junior,0,12.7
P1802,27,4,Junior,1,8.5
P1803,35,13,Intermediate,1,15.9
P1804,38,12,Junior,0,9.9
P1805,22,1,Junior,1,13.3
P1806,36,3,Intermediate,1,6.4
P1807,32,1,Intermediate,0,16.9
P1808,34,6,Senior,1,10.8
P1809,43,6,Junior,0,17.7
P1810,46,7,Junior,1,12.8
P1811,33,8,Intermediate,0,12.5
P1812,42,2,Junior,1,16.7
P1813,31,1,Intermediate,2,6.5
P1814,40,7,Junior,0,15.7
P1815,49,12,Junior,3,13.9
P1816,48,9,Junior,0,14.7
P1817,35,14,Junior,2,12.6
P1818,26,3,Intermediate,0,8.9
P1819,34,6,Senior,0,8.9
P1820,33,5,Junior,1,12.3
P1821,47,3,Intermediate,2,12.6
P1822,27,2,Junior,0,2.8
P1823,35,10,Intermediate,4,6.0
P1824,41,4,Junior,1,6.6
P1825,35,14,Intermediate,1,8.2
P1826,46,10,Intermediate,1,5.9
P1827,33,2,Intermediate,1,21.3
P1828,33,2,Junior,1,8.6
P1829,31,10,Senior,1,4.7
P1830,23,2,Intermediate,2,9.0
P1831,40,7,Junior,3,9.2
P1832,50,17,Intermediate,1,15.3
P1833,37,14,Senior,2,4.0
P1834,25,4,Intermediate,2,5.5
P1835,37,3,Intermediate,4,8.6
P1836,42,6,Junior,4,10.0
P1837,43,2,Junior,1,4.6
P1838,45,17,Senior,3,11.4
P1839,25,1,Intermediate,3,13.6
P1840,31,8,Junior,0,4.1
P1841,39,4,Senior,2,5.5
P1842,46,13,Junior,3,10.1
P1843,43,21,Intermediate,1,12.0
P1844,40,2,Senior,2,8.6
P1845,26,4,Senior,0,8.9
P1846,23,1,Senior,1,4.4
P1847,35,8,Intermediate,0,16.0
P1848,38,17,Intermediate,0,13.1
P1849,48,12,Intermediate,1,16.4
P1850,37,4,Junior,3,12.6
P1851,42,20,Junior,0,1.9
P1852,21,1,Intermediate,1,10.5
P1853,35,11,Intermediate,0,14.7
P1854,47,21,Intermediate,0,13.2
P1855,21,1,Intermediate,1,6.5
P1856,38,9,Junior,0,17.8
P1857,32,4,Intermediate,2,5.6
P1858,28,7,Senior,1,6.0
P1859,48,18,Intermediate,1,8.8
P1860,26,4,Intermediate,1,11.7
P1861,42,16,Junior,0,15.4
P1862,38,12,Junior,1,9.2
P1863,37,4,Junior,2,0.0
P1864,39,15,Intermediate,1,6.7
P1865,28,2,Intermediate,1,15.9
P1866,24,3,Intermediate,1,4.7
P1867,29,5,Intermediate,0,13.8
P1868,39,18,Intermediate,0,13.2
P1869,40,19,Junior,0,12.5
P1870,27,5,Intermediate,1,7.5
P1871,28,7,Intermediate,3,6.5
P1872,43,10,Intermediate,1,10.4
P1873,42,21,Intermediate,2,10.4
P1874,25,4,Senior,2,3.1
P1875,39,18,Junior,0,4.5
P1876,32,11,Junior,0,6.7
P1877,29,4,Intermediate,0,12.1
P1878,32,10,Senior,1,9.1
P1879,50,22,Junior,0,6.3
P1880,36,1,Intermediate,1,5.7
P1881,32,5,Junior,0,1.3
P1882,30,3,Senior,0,6.4
P1883,47,26,Intermediate,0,15.1
P1884,36,10,Senior,1,11.8
P1885,45,13,Senior,1,10.5
P1886,43,11,Intermediate,2,11.3
P1887,41,3,Intermediate,1,13.4
P1888,31,8,Junior,1,6.5
P1889,49,14,Junior,0,3.3
P1890,37,5,Junior,1,7.3
P1891,44,2,Intermediate,0,8.5
P1892,41,17,Junior,1,15.5
P1893,48,7,Junior,1,2.9
P1894,48,26,Junior,0,11.7
P1895,39,15,Junior,3,16.0
P1896,29,6,Intermediate,3,7.5
P1897,28,6,Intermediate,1,13.8
P1898,45,3,Intermediate,2,6.9
P1899,27,6,Intermediate,0,7.8
P1900,34,6,Junior,0,15.3
P1901,24,2,Intermediate,0,10.2
P1902,35,12,Senior,1,11.8
P1903,49,4,Intermediate,3,8.7
P1904,41,12,Senior,2,9.0
P1905,28,4,Junior,2,0.0
P1906,21,1,Senior,1,14.9
P1907,37,2,Junior,2,11.0
P1908,27,4,Senior,0,9.2
P1909,24,1,Intermediate,0,15.9
P1910,23,1,Junior,1,1.8
P1911,29,6,Intermediate,0,9.0
P1912,33,9,Intermediate,3,11.0
P1913,46,11,Junior,3,8.1
P1914,27,3,Intermediate,1,7.2
P1915,42,18,Intermediate,0,8.6
P1916,30,2,Junior,0,13.1
P1917,26,1,Junior,1,17.7
P1918,44,15,Junior,0,10.8
P1919,39,2,Junior,2,9.2
P1920,46,17,Junior,2,4.2
P1921,21,1,Intermediate,1,4.1
P1922,30,3,Junior,0,14.2
P1923,25,3,Intermediate,0,19.8
P1924,28,7,Junior,0,13.1
P1925,39,9,Junior,1,13.2
P1926,36,15,Junior,0,0.0
P1927,46,17,Junior,1,19.5
P1928,32,6,Intermediate,2,9.5
P1929,26,4,Junior,1,7.1
P1930,41,6,Intermediate,2,10.6
P1931,36,6,Junior,0,10.5
P1932,25,4,Junior,2,6.6
P1933,21,1,Junior,2,7.9
P1934,34,4,Intermediate,0,4.9
P1935,47,7,Junior,1,10.2
P1936,38,8,Senior,0,8.6
P1937,26,5,Senior,1,3.7
P1938,22,1,Junior,1,6.4
P1939,24,1,Junior,1,8.2
P1940,21,1,Junior,1,13.0
P1941,40,13,Intermediate,0,5.6
P1942,35,7,Intermediate,1,7.2
P1943,46,25,Intermediate,0,5.9
P1944,24,2,Junior,1,7.8
P1945,29,6,Junior,0,9.4
P1946,34,6,Intermediate,2,13.0
P1947,47,9,Junior,1,9.3
P1948,24,2,Junior,3,9.2
P1949,42,12,Intermediate,2,4.3
P1950,48,25,Junior,2,4.5
P1951,21,1,Junior,1,2.6
P1952,42,9,Intermediate,2,11.0
P1953,27,3,Junior,2,10.7
P1954,44,14,Intermediate,0,4.7
P1955,41,14,Junior,1,7.7
P1956,36,9,Junior,0,11.2
P1957,40,7,Junior,3,9.2
P1958,47,13,Junior,1,2.7
P1959,42,2,Intermediate,0,7.5
P1960,42,10,Junior,0,13.0
P1961,36,7,Senior,0,9.3
P1962,50,5,Intermediate,0,9.6
P1963,23,1,Junior,1,7.7
P1964,45,24,Junior,0,11.6
P1965,24,3,Junior,1,12.8
P1966,49,28,Intermediate,2,8.2
P1967,36,5,Intermediate,0,11.7
P1968,33,8,Intermediate,0,11.4
P1969,25,1,Junior,1,0.0
P1970,39,6,Senior,2,15.7
P1971,42,10,Intermediate,1,11.7
P1972,41,14,Intermediate,0,6.1
P1973,34,8,Senior,2,13.2
P1974,25,1,Senior,0,4.8
P1975,45,16,Intermediate,1,14.2
P1976,33,12,Junior,3,6.6
P1977,45,22,Junior,0,14.6
P1978,49,5,Intermediate,1,7.5
P1979,46,22,Junior,1,14.0
P1980,36,11,Senior,1,8.2
P1981,32,3,Junior,2,8.1
P1982,42,5,Intermediate,2,11.3
P1983,28,4,Intermediate,0,6.4
P1984,29,8,Intermediate,1,9.2
P1985,33,9,Junior,1,15.6
P1986,29,7,Intermediate,1,10.9
P1987,28,2,Junior,2,14.7
P1988,35,14,Intermediate,2,14.8
P1989,25,4,Junior,0,10.3
P1990,39,2,Intermediate,0,16.4
P1991,44,17,Junior,1,12.3
P1992,44,16,Intermediate,5,5.4
P1993,33,12,Junior,1,17.0
P1994,26,4,Intermediate,1,2.0
P1995,24,1,Intermediate,0,8.3
P1996,36,12,Junior,0,14.2
P1997,38,7,Junior,1,12.5
P1998,26,4,Junior,1,14.6
P1999,25,1,Junior,0,5.5
P2000,50,18,Intermediate,1,12.3
P2001,48,18,Intermediate,2,10.0
P2002,40,17,Junior,2,8.9
P2003,24,1,Junior,0,3.4
P2004,49,7,Junior,2,17.1
P2005,33,10,Junior,0,12.9
P2006,31,9,Junior,0,9.0
P2007,39,1,Junior,2,11.0
P2008,40,2,Junior,1,2.1
P2009,46,18,Intermediate,1,12.3
P2010,39,17,Intermediate,1,9.4
P2011,34,11,Intermediate,1,13.2
P2012,32,10,Junior,0,16.7
P2013,24,3,Junior,3,9.7
P2014,29,7,Junior,2,14.8
P2015,26,3,Intermediate,0,3.3
P2016,31,10,Intermediate,2,13.3
P2017,40,18,Junior,2,10.4
P2018,33,7,Intermediate,0,9.7
P2019,40,17,Intermediate,1,9.6
P2020,26,3,Intermediate,0,5.3
P2021,39,13,Junior,0,9.0
P2022,50,12,Senior,2,8.2
P2023,49,24,Senior,1,16.2
P2024,28,1,Junior,0,9.8
P2025,21,1,Senior,0,5.4
P2026,21,1,Senior,0,18.7
P2027,44,17,Intermediate,0,11.1
P2028,25,3,Junior,0,11.3
P2029,41,6,Junior,1,15.6
P2030,22,1,Junior,0,8.9
P2031,50,13,Intermediate,1,15.9
P2032,43,22,Junior,2,4.1
P2033,28,1,Senior,1,8.6
P2034,39,14,Intermediate,2,1.8
P2035,40,6,Junior,1,17.1
P2036,48,10,Senior,1,5.3
P2037,21,1,Junior,1,16.5
P2038,25,4,Intermediate,0,10.7
P2039,39,11,Intermediate,1,14.6
P2040,42,2,Junior,0,9.3
P2041,50,6,Intermediate,0,12.5
P2042,44,10,Intermediate,0,8.8
P2043,48,17,Junior,0,5.9
P2044,29,4,Junior,2,11.4
P2045,31,2,Junior,1,13.5
P2046,23,2,Intermediate,0,10.7
P2047,34,1,Junior,1,11.9
P2048,43,12,Intermediate,2,13.1
P2049,42,16,Intermediate,0,11.9
P2050,41,7,Intermediate,2,11.1
P2051,50,26,Junior,2,12.1
P2052,21,1,Junior,2,5.0
P2053,44,15,Intermediate,4,3.6
P2054,49,28,Junior,0,8.4
P2055,40,18,Intermediate,0,8.0
P2056,37,16,Intermediate,1,12.7
P2057,37,13,Junior,2,16.8
P2058,39,6,Junior,1,7.4
P2059,37,1,Junior,1,22.6
P2060,31,6,Intermediate,0,14.4
P2061,23,2,Senior,0,4.8
P2062,49,6,Intermediate,0,8.8
P2063,50,14,Senior,2,8.8
P2064,50,21,Junior,1,12.7
P2065,25,2,Junior,0,5.5
P2066,35,4,Senior,1,18.2
P2067,42,16,Junior,0,10.5
P2068,36,7,Junior,0,6.6
P2069,43,3,Intermediate,2,7.0
P2070,42,19,Intermediate,0,2.2
P2071,28,5,Intermediate,0,9.9
P2072,37,7,Intermediate,0,8.9
P2073,24,2,Junior,1,8.5
P2074,28,7,Junior,0,10.7
P2075,47,8,Intermediate,2,15.0
P2076,37,2,Junior,1,12.6
P2077,22,1,Junior,1,9.2
P2078,49,4,Intermediate,0,10.7
P2079,38,8,Junior,3,17.3
P2080,31,4,Intermediate,0,10.3
P2081,32,9,Junior,1,15.2
P2082,48,23,Junior,3,11.7
P2083,38,4,Intermediate,1,7.7
P2084,36,1,Junior,2,16.4
P2085,30,5,Junior,2,3.8
P2086,32,2,Junior,2,9.3
P2087,41,1,Intermediate,0,9.5
P2088,32,10,Intermediate,2,9.9
P2089,35,10,Intermediate,0,5.4
P2090,44,8,Senior,1,10.6
P2091,25,2,Junior,1,6.2
P2092,24,2,Junior,0,9.0
P2093,37,13,Junior,1,10.8
P2094,35,5,Junior,3,16.4
P2095,21,1,Intermediate,1,2.2
P2096,29,7,Junior,3,7.7
P2097,36,4,Senior,0,8.6
P2098,27,3,Intermediate,2,7.3
P2099,44,3,Junior,1,10.7
P2100,40,8,Intermediate,0,2.9
P2101,48,14,Intermediate,1,2.5
P2102,29,4,Intermediate,0,12.4
P2103,43,13,Intermediate,0,17.0
P2104,40,13,Senior,2,7.7
P2105,24,3,Intermediate,1,3.2
P2106,30,4,Intermediate,1,5.8
P2107,38,16,Junior,0,10.0
P2108,38,14,Intermediate,2,12.1
P2109,35,4,Senior,0,13.6
P2110,43,11,Junior,1,0.0
P2111,49,20,Junior,1,16.4
P2112,36,15,Junior,2,7.0
P2113,44,15,Senior,0,7.5
P2114,39,10,Senior,1,14.7
P2115,44,23,Intermediate,0,9.7
P2116,21,1,Junior,1,15.5
P2117,24,2,Senior,2,16.3
P2118,29,7,Junior,0,9.1
P2119,40,8,Junior,0,6.7
P2120,42,6,Intermediate,0,8.6
P2121,23,1,Intermediate,0,6.7
P2122,27,1,Junior,0,13.7
P2123,23,2,Junior,3,8.8
P2124,27,5,Intermediate,1,8.1
P2125,49,4,Intermediate,2,15.5
P2126,24,3,Intermediate,0,9.6
P2127,35,6,Intermediate,1,15.0
P2128,25,3,Junior,0,7.9
P2129,41,3,Senior,0,9.3
P2130,38,8,Intermediate,0,9.7
P2131,44,7,Intermediate,1,0.6
P2132,36,2,Junior,0,3.2
P2133,44,11,Intermediate,0,11.7
P2134,48,13,Intermediate,0,13.2
P2135,28,6,Intermediate,2,12.1
P2136,45,18,Intermediate,0,0.7
P2137,34,13,Junior,0,11.0
P2138,37,10,Intermediate,1,13.5
P2139,41,9,Junior,0,14.4
P2140,37,3,Junior,0,5.7
P2141,33,9,Intermediate,2,2.5
P2142,49,2,Senior,0,14.3
P2143,50,20,Junior,1,8.5
P2144,50,12,Intermediate,0,10.9
P2145,25,4,Senior,1,3.9
P2146,27,6,Intermediate,1,19.9
P2147,33,12,Intermediate,0,6.9
P2148,23,1,Intermediate,1,7.5
P2149,33,1,Intermediate,0,16.3
P2150,32,10,Intermediate,1,10.4
P2151,40,18,Senior,0,11.0
P2152,21,1,Junior,1,15.1
P2153,41,18,Junior,2,6.0
P2154,47,19,Intermediate,0,14.1
P2155,40,1,Junior,0,11.4
P2156,32,4,Intermediate,3,12.4
P2157,35,6,Senior,1,11.0
P2158,28,7,Junior,4,10.9
P2159,36,15,Senior,0,8.5
P2160,43,13,Intermediate,2,5.6
P2161,44,12,Senior,1,14.4
P2162,37,4,Senior,0,12.0
P2163,23,1,Senior,0,5.6
P2164,24,1,Junior,0,9.7
P2165,43,14,Senior,1,8.2
P2166,28,7,Intermediate,1,8.4
P2167,40,16,Junior,2,12.3
P2168,25,3,Junior,1,12.1
P2169,27,2,Intermediate,3,11.3
P2170,34,2,Junior,0,13.7
P2171,30,1,Senior,2,12.4
P2172,33,10,Senior,1,8.7
P2173,34,12,Intermediate,0,14.4
P2174,22,1,Intermediate,2,11.7
P2175,24,3,Intermediate,2,0.2
P2176,32,9,Junior,0,2.1
P2177,21,1,Junior,2,7.7
P2178,27,6,Intermediate,0,8.1
P2179,21,1,Senior,1,3.3
P2180,23,2,Junior,1,14.5
P2181,33,3,Intermediate,2,11.4
P2182,49,12,Junior,3,18.3
P2183,44,14,Senior,1,11.4
P2184,43,21,Junior,1,11.4
P2185,30,1,Junior,2,13.0
P2186,44,7,Junior,1,12.3
P2187,46,10,Intermediate,2,7.6
P2188,50,20,Junior,0,6.9
P2189,47,13,Junior,0,11.9
P2190,31,3,Intermediate,1,6.5
P2191,30,4,Intermediate,0,11.0
P2192,47,21,Intermediate,1,5.8
P2193,37,5,Intermediate,0,6.0
P2194,24,3,Junior,2,3.7
P2195,49,21,Junior,0,10.0
P2196,28,6,Junior,1,9.4
P2197,25,1,Intermediate,1,11.5
P2198,45,22,Senior,2,9.3
P2199,28,1,Junior,3,11.7
P2200,21,1,Intermediate,0,8.7
P2201,31,10,Senior,0,14.1
P2202,41,12,Junior,0,14.8
P2203,48,2,Intermediate,1,1.5
P2204,21,1,Senior,0,10.1
P2205,26,3,Junior,2,4.0
P2206,31,3,Intermediate,3,15.2
P2207,35,8,Junior,3,8.9
P2208,46,6,Intermediate,0,15.3
P2209,23,2,Junior,0,10.1
P2210,23,2,Intermediate,2,9.8
P2211,42,19,Junior,2,7.2
P2212,33,8,Junior,1,17.8
P2213,50,18,Junior,1,9.6
P2214,41,14,Intermediate,2,7.0
P2215,23,2,Senior,0,12.9
P2216,46,21,Junior,0,8.9
P2217,34,8,Junior,1,9.2
P2218,30,1,Senior,4,14.6
P2219,30,8,Intermediate,1,8.5
P2220,41,1,Senior,0,12.8
P2221,23,2,Junior,2,4.1
P2222,30,2,Junior,0,12.9
P2223,31,10,Intermediate,1,5.1
P2224,46,21,Junior,1,18.9
P2225,37,8,Junior,0,8.0
P2226,27,6,Intermediate,0,0.0
