personnel_id,leave_days,days_since_last_leave,leave_frequency
P2792,12,48,4
P2793,2,18,0
P2794,5,87,4
P2795,14,56,4
P2796,9,43,4
P2797,12,35,4
P2798,6,44,4
P2799,3,85,3
P2800,13,79,1
P2801,0,43,1
P2802,1,58,0
P2803,7,34,2
P2804,7,8,0
P2805,13,48,4
P2806,4,81,4
P2807,9,40,2
P2808,0,52,2
P2809,14,6,4
P2810,13,84,0
P2811,3,39,4
P2812,11,21,1
P2813,1,36,4
P2814,14,74,0
P2815,12,85,3
P2816,15,62,2
P2817,5,89,3
P2818,1,20,2
P2819,0,53,3
P2820,3,33,3
P2821,6,44,0
P2822,5,83,3
P2823,9,86,0
P2824,11,27,3
P2825,3,22,0
P2826,15,25,1
P2827,8,53,4
P2828,10,45,2
P2829,15,63,3
P2830,12,65,2
P2831,2,69,0
P2832,0,18,4
P2833,13,18,2
P2834,14,31,2
P2835,5,43,2
P2836,8,80,1
P2837,3,51,0
P2838,6,63,1
P2839,2,24,4
P2840,3,48,1
P2841,15,79,1
P2842,8,5,0
P2843,15,11,1
P2844,6,50,4
P2845,5,40,2
P2846,1,63,4
P2847,9,50,3
P2848,8,27,3
P2849,11,62,3
P2850,12,59,3
P2851,8,38,4
P2852,13,22,0
P2853,2,52,4
P2854,15,45,2
P2855,15,90,0
P2856,15,84,1
P2857,6,8,3
P2858,0,23,3
P2859,8,21,4
P2860,1,6,2
P2861,3,88,3
P2862,5,64,4
P2863,12,50,0
P2864,0,22,3
P2865,8,78,0
P2866,15,60,0
P2867,3,75,3
P2868,12,87,2
P2869,0,54,4
P2870,7,23,3
P2871,5,32,1
P2872,0,49,2
P2873,14,30,0
P2874,13,76,1
P2875,6,7,4
P2876,3,9,4
P2877,11,52,0
P2878,13,57,1
P2879,13,49,3
P2880,3,87,3
P2881,8,46,4
P2882,9,65,1
P2883,4,25,1
P2884,15,21,3
P2885,6,19,0
P2886,11,65,1
P2887,14,6,3
P2888,9,70,1
P2889,15,85,1
P2890,2,8,0
P2891,0,27,4
P2892,12,75,1
P2893,8,67,0
P2894,7,46,3
P2895,8,44,4
P2896,2,84,0
P2897,14,74,1
P2898,4,76,0
P2899,12,30,0
P2900,6,51,1
P2901,11,61,4
P2902,0,8,4
P2903,12,47,0
P2904,2,90,3
P2905,0,23,2
P2906,15,67,4
P2907,2,47,0
P2908,15,43,0
P2909,12,83,0
P2910,3,5,0
P2911,4,47,1
P2912,1,21,3
P2913,12,14,0
P2914,3,14,0
P2915,1,50,4
P2916,6,72,4
P2917,5,72,3
P2918,8,79,0
P2919,12,89,2
P2920,8,13,0
P2921,1,75,1
P2922,7,53,1
P2923,0,65,0
P2924,9,15,4
P2925,3,60,2
P2926,7,39,3
P2927,12,66,3
P2928,4,65,4
P2929,2,41,3
P2930,7,47,4
P2931,9,20,4
P2932,1,61,2
P2933,15,23,3
P2934,15,78,1
P2935,13,86,4
P2936,10,49,1
P2937,14,22,4
P2938,9,19,0
P2939,0,50,2
P2940,5,20,4
P2941,8,71,0
P2942,9,77,0
P2943,4,68,1
P2944,14,79,2
P2945,7,32,3
P2946,7,79,0
P2947,0,51,1
P2948,12,36,3
P2949,13,15,3
P2950,12,61,3
P2951,8,74,4
P2952,9,8,4
P2953,9,86,4
P2954,7,55,4
P2955,0,84,1
P2956,6,35,3
P2957,15,60,1
P2958,3,89,4
P2959,1,52,4
P2960,15,62,4
P2961,15,89,3
P2962,2,90,4
P2963,9,48,3
P2964,2,7,2
P2965,14,20,4
P2966,15,70,0
P2967,5,28,1
P2968,6,87,0
P2969,11,60,0
P2970,1,82,3
P2971,12,85,0
P2972,13,18,1
P2973,9,64,4
P2974,2,34,0
P2975,6,29,3
P2976,10,10,2
P2977,3,5,1
P2978,0,30,1
P2979,3,10,2
P2980,13,48,1
P2981,8,35,1
P2982,6,40,0
P2983,10,67,4
P2984,13,30,2
P2985,10,5,3
P2986,7,12,1
P2987,5,81,1
P2988,13,87,4
P2989,8,52,3
P2990,9,13,1
P2991,4,75,0
P2992,7,30,3
P2993,2,37,0
P2994,8,56,3
P2995,11,58,3
P2996,14,53,0
P2997,4,87,1
P2998,2,6,0
P2999,2,55,3
P3000,2,76,3
P3001,12,40,1
P3002,0,11,4
P3003,5,61,4
P3004,5,6,0
P3005,4,88,2
P3006,1,48,4
P3007,4,66,0
P3008,11,73,0
P3009,2,29,3
P3010,8,71,3
P3011,14,14,3
P3012,7,71,2
P3013,14,32,3
P3014,2,11,0
P3015,9,42,2
P3016,15,61,3
P3017,12,70,3
P3018,12,87,0
P3019,11,10,0
P3020,1,43,0
P3021,9,22,3
P3022,5,26,4
P3023,8,14,2
P3024,13,13,0
P3025,9,61,0
P3026,2,30,0
P3027,12,71,4
P3028,3,72,4
P3029,3,43,4
P3030,6,10,0
P3031,3,86,1
P3032,8,26,4
P3033,10,31,1
P3034,3,39,3
P3035,7,24,0
P3036,15,48,0
P3037,13,81,2
P3038,5,36,2
P3039,8,53,4
P3040,11,7,3
P3041,10,27,0
P3042,5,43,0
P3043,14,89,2
P3044,14,53,4
P3045,11,68,3
P3046,1,42,2
P3047,12,12,4
P3048,12,30,2
P3049,9,60,3
P3050,9,35,0
P3051,11,12,3
P3052,4,24,1
P3053,2,62,3
P3054,1,15,3
P3055,9,81,1
P3056,7,34,3
P3057,7,26,4
P3058,15,24,0
P3059,6,56,1
P3060,2,18,0
P3061,15,14,2
P3062,5,9,0
P3063,11,28,1
P3064,9,59,1
P3065,1,47,4
P3066,5,49,0
P3067,0,20,4
P3068,15,5,3
P3069,12,88,1
P3070,4,54,1
P3071,10,39,4
P3072,6,66,1
P3073,15,9,4
P3074,13,12,2
P3075,12,56,1
P3076,0,42,3
P3077,6,85,0
P3078,7,39,0
P3079,9,71,3
P3080,3,81,2
P3081,10,54,2
P3082,1,32,4
P3083,8,89,4
P3084,5,11,4
P3085,8,30,3
P3086,5,53,3
P3087,1,88,1
P3088,14,5,0
P3089,6,27,3
P3090,13,89,4
P3091,11,41,3
P3092,2,41,3
P3093,10,11,4
P3094,8,56,0
P3095,13,41,2
P3096,3,55,0
P3097,3,90,0
P3098,0,39,4
P3099,15,14,2
P3100,0,66,1
P3101,14,80,4
P3102,15,20,2
P3103,8,22,1
P3104,7,36,3
P3105,1,53,2
P3106,7,9,0
P3107,3,48,0
P3108,5,27,1
P3109,9,37,0
P3110,1,71,0
P3111,9,31,2
P3112,13,22,1
P3113,11,31,4
P3114,3,80,2
P3115,6,52,2
P3116,2,30,1
P3117,9,71,3
P3118,10,55,3
P3119,4,45,4
P3120,10,7,3
P3121,11,60,3
P3122,10,78,0
P3123,2,50,4
P3124,15,82,4
P3125,0,40,4
P3126,5,69,2
P3127,2,36,4
P3128,11,24,2
P3129,3,36,0
P3130,12,50,1
P3131,2,83,2
P3132,9,56,0
P3133,0,55,2
P3134,3,20,3
P3135,6,15,3
P3136,9,60,0
P3137,2,46,4
P3138,2,12,4
P3139,1,20,0
P3140,10,89,3
P3141,2,50,3
P3142,15,25,4
P3143,5,47,1
P3144,12,58,2
P3145,10,29,3
P3146,0,8,3
P3147,14,69,1
P3148,10,20,2
P3149,13,78,4
P3150,4,62,4
P3151,14,49,1
P3152,0,59,0
P3153,13,43,4
P3154,0,77,4
P3155,15,58,0
P3156,7,68,3
P3157,1,37,0
P3158,3,39,2
P3159,5,84,1
P3160,12,85,3
P3161,6,60,4
P3162,7,65,2
P3163,0,70,3
P3164,0,89,1
P3165,2,70,0
P3166,5,12,2
P3167,4,23,0
P3168,0,12,1
P3169,6,50,0
P3170,6,28,1
P3171,14,22,2
P3172,9,60,3
P3173,2,36,4
P3174,5,14,2
P3175,7,78,1
P3176,3,37,2
P3177,7,61,3
P3178,13,36,4
P3179,11,87,4
P3180,7,6,2
P3181,2,82,2
P3182,0,87,3
P3183,1,78,2
P3184,12,19,0
P3185,12,79,4
P3186,7,77,0
P3187,9,89,4
P3188,5,68,3
P3189,1,6,3
P3190,5,88,4
P3191,3,30,3
P3192,5,47,4
P3193,3,52,0
P3194,14,65,3
P3195,12,84,2
P3196,10,80,3
P3197,12,6,2
P3198,10,5,0
P3199,9,7,3
P3200,10,44,3
P3201,14,64,1
P3202,2,41,2
P3203,14,7,0
P3204,9,89,4
P3205,12,24,1
P3206,0,16,4
P3207,11,43,4
P3208,4,45,1
P3209,10,47,2
P3210,8,48,4
P3211,1,23,1
P3212,6,22,4
P3213,13,45,4
P3214,13,53,3
P3215,9,47,1
P3216,4,42,0
P3217,11,56,0
P3218,0,28,1
P3219,14,27,1
P3220,7,19,3
P3221,10,25,3
P3222,10,51,4
P3223,9,18,4
P3224,13,74,3
P3225,11,41,2
P3226,11,37,1
P3227,13,16,3
P3228,10,55,2
P3229,1,90,4
P3230,6,16,2
P3231,14,63,4
P3232,12,23,3
P3233,5,8,4
P3234,3,10,3
P3235,11,84,4
P3236,0,12,0
P3237,11,56,4
P3238,11,87,4
P3239,7,14,1
P3240,14,31,1
P3241,2,48,4
P3242,4,41,2
P3243,2,60,1
P3244,12,38,3
P3245,1,57,2
P3246,9,41,3
P3247,5,25,1
P3248,12,9,2
P3249,3,80,4
P3250,2,36,2
P3251,14,78,0
P3252,9,74,1
P3253,1,53,2
P3254,2,24,4
P3255,13,41,4
P3256,3,64,1
P3257,10,85,1
P3258,6,45,0
P3259,10,85,0
P3260,13,21,0
P3261,1,19,2
P3262,5,61,4
P3263,8,77,2
P3264,11,11,2
P3265,9,7,3
P3266,8,50,2
P3267,12,12,1
P3268,5,50,2
P3269,0,39,0
P3270,12,48,2
P3271,2,50,0
P3272,15,30,4
P3273,6,62,2
P3274,9,79,4
P3275,12,71,0
P3276,2,61,0
P3277,14,12,2
P3278,13,38,2
P3279,7,73,1
P3280,3,26,3
P3281,11,33,4
P3282,0,83,4
P3283,14,28,0
P3284,3,23,2
P3285,5,73,3
P3286,5,21,0
P3287,11,66,4
P3288,12,76,3
P3289,7,20,2
P3290,10,45,3
P3291,10,73,1
P3292,9,80,0
P3293,9,65,4
P3294,12,52,1
P3295,10,60,4
P3296,0,56,3
P3297,11,8,3
P3298,1,55,1
P3299,0,56,0
P3300,1,70,1
P3301,7,70,4
P3302,15,78,0
P3303,1,52,0
P3304,1,67,1
P3305,11,81,4
P3306,11,83,4
P3307,1,36,3
P3308,6,78,4
P3309,10,16,0
P3310,12,51,2
P3311,12,66,1
P3312,13,30,2
P3313,1,60,4
P3314,12,42,4
P3315,3,89,1
P3316,14,48,3
P3317,3,66,2
P3318,6,73,2
P3319,13,37,2
P3320,13,27,3
P3321,4,25,1
P3322,5,41,0
P3323,8,43,2
P3324,13,58,0
P3325,1,51,2
P3326,6,10,4
P3327,9,45,1
P3328,4,57,0
P3329,9,86,3
P3330,8,54,2
P3331,11,12,0
P3332,7,73,0
P3333,2,31,4
P3334,12,52,3
P3335,6,44,2
P3336,12,15,3
P3337,5,35,3
P3338,6,28,2
P3339,4,44,0
P3340,1,16,4
P3341,15,23,0
P3342,8,64,2
P3343,7,29,0
P3344,3,56,4
P3345,6,72,3
P3346,11,74,4
P3347,8,13,4
P3348,2,81,1
P3349,6,6,3
P3350,6,14,4
P3351,10,5,4
P3352,8,70,3
P3353,7,80,4
P3354,7,83,1
P3355,15,53,1
P3356,6,71,3
P3357,13,84,2
P3358,5,71,0
P3359,9,21,3
P3360,6,61,2
P3361,6,69,1
P3362,8,31,1
P3363,1,51,1
P3364,6,59,1
P3365,11,73,3
P3366,8,21,0
P3367,15,15,1
P3368,3,7,2
P3369,5,75,3
P3370,14,13,1
P3371,15,51,1
P3372,15,51,2
P3373,2,46,0
P3374,13,12,4
P3375,4,12,2
P3376,15,62,0
P3377,1,43,3
P3378,15,50,4
P3379,1,46,1
P3380,14,17,1
P3381,12,51,4
P3382,5,15,2
P3383,11,51,3
P3384,6,35,0
P3385,9,90,4
P3386,0,47,4
P3387,5,52,0
P3388,5,31,3
P3389,9,85,2
P3390,0,44,2
P3391,6,86,3
P3392,11,19,2
P3393,9,39,4
P3394,13,28,1
P3395,10,40,3
P3396,12,80,2
P3397,4,61,4
P3398,11,39,4
P3399,3,76,2
P3400,10,11,2
P3401,3,12,4
P3402,12,77,3
P3403,9,88,4
P3404,13,73,2
P3405,0,19,0
P3406,11,50,3
P3407,12,47,1
P3408,14,82,2
P3409,1,26,0
P3410,14,89,2
P3411,3,35,4
P3412,1,82,4
P3413,3,8,1
P3414,4,49,3
P3415,5,12,1
P3416,0,13,4
P3417,3,73,1
P3418,2,45,4
P3419,11,58,0
P3420,8,47,4
P3421,2,80,4
P3422,0,30,2
P3423,6,58,3
P3424,14,40,2
P3425,10,37,4
P3426,3,62,3
P3427,7,79,2
P3428,1,31,1
P3429,10,66,1
P3430,12,24,2
P3431,0,86,1
P3432,9,39,3
P3433,0,30,1
P3434,5,54,0
P3435,9,50,0
P3436,0,25,0
P3437,15,67,2
P3438,1,39,0
P3439,2,54,1
P3440,6,85,0
P3441,4,67,2
P3442,4,43,2
P3443,7,30,0
P3444,2,64,1
P3445,13,86,4
P3446,11,10,3
P3447,12,9,2
P3448,7,37,0
P3449,11,41,0
P3450,4,55,1
P3451,12,7,2
P3452,9,49,2
P3453,7,58,2
P3454,12,61,2
P3455,8,87,2
P3456,15,89,0
P3457,13,16,4
P3458,0,69,0
P3459,14,8,4
P3460,6,32,2
P3461,1,16,2
P3462,3,22,1
P3463,13,10,3
P3464,11,27,3
P3465,10,44,1
P3466,15,38,4
P3467,3,66,1
P3468,1,61,0
P3469,12,81,3
P3470,3,87,4
P3471,10,20,3
P3472,13,88,0
P3473,9,61,4
P3474,0,82,4
P3475,2,54,2
P3476,5,64,1
P3477,8,17,1
P3478,11,83,2
P3479,6,85,4
P3480,6,53,4
P3481,7,86,1
P3482,0,16,4
P3483,14,13,3
P3484,8,53,1
P3485,13,9,0
P3486,12,64,0
P3487,5,47,1
P3488,10,68,1
P3489,0,68,0
P3490,7,89,1
P3491,11,63,3
P3492,1,60,3
P3493,1,9,4
P3494,11,59,3
P3495,7,59,1
P3496,4,50,3
P3497,13,8,2
P3498,5,54,4
P3499,6,34,2
P3500,8,29,3
P3501,15,78,3
P3502,10,77,3
P3503,15,87,3
P3504,4,80,1
P3505,15,18,3
P3506,3,48,3
P3507,3,29,0
P3508,13,73,0
P3509,10,6,3
P3510,11,48,4
P3511,4,47,3
P3512,15,16,0
P3513,11,15,2
P3514,12,64,2
P3515,8,75,4
P3516,8,31,4
P3517,7,68,3
P3518,7,6,3
P3519,14,16,0
P3520,11,62,4
P3521,12,46,0
P3522,5,76,4
P3523,13,69,3
P3524,3,84,3
P3525,3,36,2
P3526,1,65,4
P3527,5,66,2
P3528,0,82,2
P3529,6,88,0
P3530,14,68,1
P3531,9,47,2
P3532,10,87,4
P3533,11,49,1
P3534,15,35,1
P3535,14,78,3
P3536,11,32,1
P3537,3,32,3
P3538,10,68,3
P3539,2,78,0
P3540,14,67,4
P3541,5,28,4
P3542,5,78,2
P3543,11,79,4
P3544,15,88,4
P3545,6,33,3
P3546,8,84,0
P3547,5,33,1
P3548,7,55,0
P3549,3,25,2
P3550,13,79,1
P3551,4,58,2
P3552,10,90,0
P3553,2,12,2
P3554,6,57,0
P3555,7,80,3
P3556,15,6,2
P3557,5,8,4
P3558,12,68,3
P3559,8,42,1
P3560,14,52,0
P3561,9,34,3
P3562,14,29,3
P3563,1,49,0
P3564,3,89,0
P3565,1,77,0
P3566,14,31,3
P3567,10,29,1
P3568,11,54,1
P3569,13,62,0
P3570,2,90,2
P3571,9,20,0
P3572,4,72,2
P3573,7,83,2
P3574,4,78,2
P3575,2,8,4
P3576,12,25,3
P3577,13,77,3
P3578,2,22,2
P3579,0,48,2
P3580,7,10,2
P3581,14,50,2
P3582,10,39,0
P3583,11,33,0
P3584,5,59,4
P3585,6,74,4
P3586,2,18,1
P3587,4,82,4
P3588,2,71,4
P3589,13,52,0
P3590,14,82,4
P3591,8,52,3
P3592,1,26,3
P3593,15,65,3
P3594,1,85,0
P3595,2,27,2
P3596,4,32,4
P3597,8,76,0
P3598,13,72,4
P3599,6,15,3
P3600,13,47,3
P3601,10,90,3
P3602,5,11,1
P3603,7,8,0
P3604,5,23,0
P3605,5,26,0
P3606,0,57,4
P3607,0,11,4
P3608,6,64,1
P3609,1,75,1
P3610,4,23,0
P3611,9,37,1
P3612,15,88,3
P3613,4,25,2
P3614,7,81,4
P3615,15,49,1
P3616,1,45,3
P3617,14,5,3
P3618,1,76,4
P3619,5,23,2
P3620,13,6,1
P3621,4,34,0
P3622,12,48,1
P3623,2,34,4
P3624,11,55,2
P3625,4,17,1
P3626,7,34,0
P3627,13,73,1
P3628,6,53,3
P3629,0,68,1
P3630,1,42,0
P3631,8,58,1
P3632,9,80,1
P3633,1,39,2
P3634,7,79,4
P3635,13,49,1
P3636,10,56,3
P3637,6,14,2
P3638,1,67,1
P3639,11,41,0
P3640,1,39,0
P3641,8,65,4
P3642,15,12,2
P3643,6,90,4
P3644,5,23,4
P3645,3,53,3
P3646,7,77,2
P3647,10,5,0
P3648,0,81,4
P3649,2,62,0
P3650,9,77,4
P3651,0,26,4
P3652,8,55,4
P3653,5,11,0
P3654,9,29,4
P3655,15,12,0
P3656,5,24,3
P3657,2,48,0
P3658,9,15,4
P3659,14,47,1
P3660,14,72,1
P3661,10,23,1
P3662,8,29,3
P3663,6,66,4
P3664,9,85,3
P3665,12,72,3
P3666,13,50,4
P3667,14,7,0
P3668,14,73,0
P3669,9,6,4
P3670,13,16,2
P3671,10,28,1
P3672,15,6,4
P3673,9,62,1
P3674,0,80,0
P3675,13,54,1
P3676,15,5,0
P3677,12,65,1
P3678,8,34,4
P3679,7,59,2
P3680,0,56,2
P3681,10,52,0
P3682,6,36,1
P3683,11,65,4
P3684,7,38,3
P3685,5,28,3
P3686,10,90,0
P3687,5,5,0
P3688,3,73,0
P3689,12,69,3
P3690,15,13,4
P3691,9,66,4
P3692,9,52,4
P3693,5,34,0
P3694,8,17,0
P3695,0,31,2
P3696,5,83,4
P3697,15,79,1
P3698,12,76,4
P3699,9,63,1
P3700,0,56,1
P3701,6,9,4
P3702,9,88,4
P3703,15,37,0
P3704,6,29,3
P3705,10,70,2
P3706,1,72,0
P3707,12,27,0
P3708,3,45,0
P3709,8,32,0
P3710,13,33,4
P3711,2,63,2
P3712,7,89,2
P3713,9,90,3
P3714,4,84,3
P3715,11,75,0
P3716,7,79,2
P3717,6,83,0
P3718,12,54,4
P3719,9,30,0
P3720,4,63,4
P3721,4,62,1
P3722,10,63,1
P3723,12,6,3
P3724,11,30,4
P3725,11,23,0
P3726,10,85,0
P3727,5,27,1
P3728,10,48,0
P3729,1,49,2
P3730,2,8,0
P3731,1,61,1
P3732,11,13,4
P3733,15,40,3
P3734,2,22,0
P3735,1,69,4
P3736,1,46,4
P3737,7,66,3
P3738,13,39,2
P3739,8,65,3
P3740,2,53,0
P3741,5,72,2
P3742,4,34,1
P3743,10,45,4
P3744,8,50,1
P3745,12,57,1
P3746,14,36,0
P3747,13,41,3
P3748,3,50,0
P3749,4,52,0
P3750,11,73,4
P3751,13,10,0
P3752,15,83,4
P3753,8,67,2
P3754,14,11,3
P3755,11,19,2
P3756,15,42,1
P3757,0,23,2
P3758,6,8,1
P3759,1,80,2
P3760,4,86,2
P3761,0,35,1
P3762,3,16,0
P3763,2,84,3
P3764,11,37,4
P3765,9,35,4
P3766,9,29,0
P3767,12,21,2
P3768,12,88,3
P3769,0,13,1
P3770,14,9,4
P3771,2,8,3
P3772,10,22,2
P3773,1,38,1
P3774,15,37,0
P3775,9,36,2
P3776,2,47,0
P3777,13,19,1
P3778,3,75,0
P3779,12,22,2
P3780,0,40,1
P3781,15,86,2
P3782,13,41,1
P3783,1,33,4
P3784,10,48,4
P3785,3,80,4
P3786,13,82,2
P3787,9,90,0
P3788,7,85,4
P3789,1,69,2
P3790,7,12,4
P3791,4,58,4
P3792,1,75,3
P3793,6,58,1
P3794,15,55,2
P3795,9,69,4
P3796,12,12,3
P3797,13,12,1
P3798,11,12,4
P3799,7,83,4
P3800,6,80,1
P3801,3,78,2
P3802,1,48,0
P3803,3,6,2
P3804,11,51,2
P3805,10,90,1
P3806,2,7,3
P3807,2,42,0
P3808,7,38,2
P3809,14,35,2
P3810,4,48,2
P3811,11,22,0
P3812,9,73,0
P3813,3,55,4
P3814,9,53,4
P3815,5,50,1
P3816,10,87,1
P3817,6,62,1
P3818,4,42,0
P3819,12,75,3
P3820,10,61,2
P3821,14,88,1
P3822,2,62,2
P3823,14,64,2
P3824,11,51,0
P3825,4,24,2
P3826,8,67,3
P3827,2,58,3
P3828,11,14,2
P3829,4,40,0
P3830,10,49,2
P3831,13,17,4
P3832,3,46,2
P3833,7,50,0
P3834,9,5,2
P3835,15,87,4
P3836,3,86,1
P3837,6,13,2
P3838,5,24,0
P3839,5,20,3
P3840,2,26,0
P3841,7,61,3
P3842,0,58,3
P3843,15,18,2
P3844,3,23,2
P3845,12,78,4
P3846,12,32,4
P3847,12,19,0
P3848,14,27,2
P3849,9,40,0
P3850,13,38,1
P3851,0,26,3
P3852,2,27,0
P3853,4,10,1
P3854,12,64,2
P3855,10,23,4
P3856,6,16,4
P3857,5,54,2
P3858,11,35,4
P3859,6,81,4
P3860,15,62,2
P3861,6,14,3
P3862,11,74,1
P3863,6,12,1
P3864,7,32,4
P3865,6,71,4
P3866,6,37,1
P3867,4,84,2
P3868,12,21,4
P3869,5,50,2
P3870,4,80,2
P3871,4,33,3
P3872,0,53,0
P3873,1,74,0
P3874,2,74,0
P3875,13,67,1
P3876,4,25,3
P3877,0,31,3
P3878,3,43,1
P3879,12,85,0
P3880,12,42,1
P3881,14,62,2
P3882,0,27,1
P3883,1,89,3
P3884,15,80,3
P3885,8,79,0
P3886,13,30,0
P3887,15,32,2
P3888,7,41,1
P3889,14,55,0
P3890,8,84,2
P3891,2,78,3
P3892,14,55,2
P3893,5,16,1
P3894,8,30,1
P3895,15,40,3
P3896,4,53,3
P3897,5,64,1
P3898,1,66,2
P3899,2,15,3
P3900,15,7,0
P3901,5,73,4
P3902,1,16,4
P3903,8,6,4
P3904,6,23,4
P3905,7,9,1
P3906,11,39,2
P3907,14,87,2
P3908,11,23,3
P3909,9,85,3
P3910,2,62,4
P3911,12,76,0
P3912,8,90,4
P3913,9,19,3
P3914,15,17,2
P3915,11,82,3
P3916,2,51,2
P3917,2,54,4
P3918,5,46,3
P3919,9,73,0
P3920,7,6,0
P3921,8,63,2
P3922,7,29,4
P3923,2,66,2
P3924,7,72,0
P3925,8,40,3
P3926,1,14,2
P3927,5,90,3
P3928,15,64,3
P3929,0,67,1
P3930,6,55,1
P3931,15,84,3
P3932,5,82,3
P3933,0,19,0
P3934,10,9,4
P3935,5,67,2
P3936,13,47,2
P3937,9,82,2
P3938,9,50,3
P3939,12,16,4
P3940,8,65,0
P3941,13,24,1
P3942,13,34,4
P3943,6,44,2
P3944,1,69,3
P3945,2,12,3
P3946,1,87,4
P3947,15,27,2
P3948,7,58,1
P3949,2,73,3
P3950,3,61,1
P3951,11,84,1
P3952,9,8,4
P3953,15,26,2
P3954,5,15,1
P3955,14,89,1
P3956,6,51,0
P3957,7,34,4
P3958,4,34,1
P3959,5,58,3
P3960,14,40,2
P3961,8,84,4
P3962,10,10,4
P3963,12,13,0
P3964,14,47,3
P3965,12,62,2
P3966,12,58,0
P3967,0,74,3
P3968,3,20,4
P3969,2,67,0
P3970,5,86,1
P3971,8,29,3
P3972,11,44,4
P3973,11,51,1
P3974,8,71,1
P3975,0,68,4
P3976,12,78,3
P3977,4,50,2
P3978,15,43,1
P3979,2,54,3
P3980,8,70,0
P3981,9,8,2
P3982,0,7,1
P3983,14,66,1
P3984,15,72,1
P3985,11,10,2
P3986,9,69,4
P3987,8,67,0
P3988,3,63,1
P3989,4,38,4
P3990,4,5,4
P3991,12,66,2
P3992,13,63,3
P3993,0,79,0
P3994,7,9,0
P3995,1,59,2
P3996,14,84,0
P3997,1,27,4
P3998,12,64,3
P3999,9,88,4
P4000,14,11,4
P4001,6,69,4
P4002,6,48,3
P4003,6,19,1
P4004,1,7,3
P4005,14,47,3
P4006,10,8,3
P4007,2,84,3
P4008,12,55,1
P4009,0,27,3
P4010,13,16,4
P4011,9,72,1
P4012,14,66,0
P4013,7,74,4
P4014,0,75,0
P4015,13,76,2
P4016,8,33,4
P4017,5,10,0
P4018,6,15,2
P4019,10,81,4
P4020,11,77,4
P4021,10,36,4
P4022,13,37,4
P4023,5,13,3
P4024,12,10,1
P4025,3,54,4
P4026,15,87,2
P4027,0,6,0
P4028,8,35,0
P4029,10,50,0
P4030,14,11,0
P4031,8,6,3
P4032,5,20,1
P4033,14,74,3
P4034,15,47,4
P4035,0,40,2
P4036,4,27,3
P4037,2,5,2
P4038,10,29,3
P4039,10,85,3
P4040,8,78,3
P4041,9,50,2
P4042,6,59,2
P4043,7,7,3
P4044,6,73,3
P4045,3,81,3
P4046,5,70,4
P4047,4,83,1
P4048,4,59,4
P4049,9,77,0
P4050,7,18,0
P4051,1,71,3
P4052,14,9,1
P4053,11,22,4
P4054,10,78,3
P4055,13,24,4
P4056,14,58,0
P4057,12,90,4
P4058,14,77,2
P4059,1,16,1
P4060,7,62,3
P4061,8,56,0
P4062,7,75,2
P4063,5,49,2
P4064,0,34,4
P4065,1,80,3
P4066,15,15,3
P4067,10,74,2
P4068,9,84,0
P4069,1,87,0
P4070,13,48,1
P4071,8,73,2
P4072,9,38,4
P4073,0,30,1
P4074,6,19,1
P4075,4,83,2
P4076,9,88,1
P4077,0,73,0
P4078,2,48,0
P4079,6,83,3
P4080,12,36,3
P4081,15,34,0
P4082,2,90,4
P4083,9,76,4
P4084,13,79,0
P4085,9,38,0
P4086,4,9,0
P4087,10,51,2
P4088,4,21,2
P4089,13,60,1
P4090,1,18,3
P4091,11,8,2
P4092,14,26,1
P4093,1,68,2
P4094,1,14,4
P4095,7,20,4
P4096,3,59,1
P4097,15,48,0
P4098,8,56,0
P4099,7,6,4
P4100,12,69,2
P4101,15,37,4
P4102,15,14,2
P4103,4,6,2
P4104,2,23,2
P4105,2,15,3
P4106,13,36,4
P4107,15,85,4
P4108,3,40,2
P4109,15,56,4
P4110,3,9,2
P4111,15,28,3
P4112,13,5,2
P4113,1,14,2
P4114,5,88,2
P4115,15,40,4
P4116,7,45,0
P4117,15,9,4
P4118,0,28,2
P4119,15,86,3
P4120,9,24,0
P4121,15,23,1
P4122,4,65,4
P4123,14,42,1
P4124,6,19,2
P4125,10,9,1
P4126,12,88,3
P4127,1,16,0
P4128,0,85,3
P4129,2,31,1
P4130,3,57,1
P4131,11,49,3
P4132,3,28,3
P4133,10,9,2
P4134,4,31,3
P4135,14,68,3
P4136,7,18,2
P4137,7,56,0
P4138,15,81,3
P4139,13,58,1
P4140,10,76,2
P4141,15,58,3
P4142,6,51,2
P4143,9,46,2
P4144,2,86,4
P4145,5,37,1
P4146,0,58,2
P4147,12,70,4
P4148,1,18,3
P4149,1,76,0
P4150,11,7,1
P4151,15,36,0
P4152,6,61,2
P4153,13,62,4
P4154,15,50,4
P4155,6,39,4
P4156,1,61,1
P4157,2,35,3
P4158,0,51,4
P4159,0,5,1
P4160,2,18,1
P4161,2,88,1
P4162,6,40,2
P4163,2,43,1
P4164,9,55,3
P4165,7,51,4
P4166,9,71,4
P4167,4,19,4
P4168,4,46,4
P4169,4,51,2
P4170,13,18,0
P4171,12,83,2
P4172,13,68,3
P4173,3,18,0
P4174,10,48,4
P4175,1,85,2
P4176,6,78,2
P4177,13,13,4
P4178,2,28,0
P4179,5,74,4
P4180,3,71,4
P4181,13,66,2
P4182,15,78,2
P4183,2,30,2
P4184,12,66,4
P4185,7,59,0
P4186,3,87,3
P4187,8,17,3
P4188,8,16,4
